target,stage,fold_id,n_train,n_test,n_features,et_mae,et_rmse,et_r2,et_spearman,dummy_mae,dummy_rmse,dummy_r2,dummy_spearman,mae_skill_vs_dummy,rmse_skill_vs_dummy,scientific_signature
energy_vol,P3,4,2561,640,108,294.14057523301057,434.28978251193627,0.8116213765847082,0.9084280906447528,780.893730369967,1000.615865825421,-1.6497658851699626e-05,,0.6233282919384504,0.5659775171027446,e70b87b4b7bb8bc6d30de0941af919b4ac8bf9e6cc8778399be9302911da30c2
max_delta_volume,P1,0,2560,641,73,0.0348545705293593,0.052611876792088,0.2376528570058198,0.4334435698835385,0.0440380388619852,0.0604920649495218,-0.0078177611410548,,0.2085349068655569,0.1302681296135197,307bb6462dbc46077545ad04820a47f88be47c8d930f262abc0fcd4f1c921d4a
max_delta_volume,P1,1,2561,640,73,0.0404537603508521,0.1120721959402396,0.2474092010125264,0.4146127274655496,0.049322991041038,0.129434513883614,-0.0038373145928016,,0.1798194007092241,0.1341397856138002,307bb6462dbc46077545ad04820a47f88be47c8d930f262abc0fcd4f1c921d4a
max_delta_volume,P1,2,2561,640,73,0.0376006713611832,0.0602190334256813,0.1936892632260022,0.433298253553735,0.045554354926379,0.067074387604817,-0.0003415651597034,,0.174597655439305,0.1022052444149826,307bb6462dbc46077545ad04820a47f88be47c8d930f262abc0fcd4f1c921d4a
max_delta_volume,P1,3,2561,640,73,0.0398169569473259,0.0822635566235867,-0.2590402327751488,0.4841682624507,0.0449408291199921,0.0733493482998248,-0.0009610151933421,,0.1140137436936347,-0.1215308456092061,307bb6462dbc46077545ad04820a47f88be47c8d930f262abc0fcd4f1c921d4a
max_delta_volume,P1,4,2561,640,73,0.0382581076343942,0.0977967645669864,-0.9108626428310168,0.4804644487087847,0.0433851697580969,0.0708440669518598,-0.0027379815984456,,0.1181754537850077,-0.3804510211623164,307bb6462dbc46077545ad04820a47f88be47c8d930f262abc0fcd4f1c921d4a
max_delta_volume,P2,0,2560,641,77,0.0327096588329149,0.0495564618688186,0.3236277641010251,0.5146899670805876,0.0440380388619852,0.0604920649495218,-0.0078177611410548,,0.2572407927740221,0.1807774803162777,c9063a45ff2df6481888e39b2c05245efb0ce5c309f0122142158268050b7f14
max_delta_volume,P2,1,2561,640,77,0.0387221419874204,0.111651382514674,0.2530503099361044,0.4800679076362664,0.049322991041038,0.129434513883614,-0.0038373145928016,,0.2149271329631525,0.1373909542004417,c9063a45ff2df6481888e39b2c05245efb0ce5c309f0122142158268050b7f14
max_delta_volume,P2,2,2561,640,77,0.0353608864650055,0.056025758774797,0.3020723950876589,0.5408909216273514,0.045554354926379,0.067074387604817,-0.0003415651597034,,0.2237649611732464,0.1647220231829067,c9063a45ff2df6481888e39b2c05245efb0ce5c309f0122142158268050b7f14
max_delta_volume,P2,3,2561,640,77,0.0372760693547151,0.0771925582231629,-0.1086016283533242,0.5742719868535902,0.0449408291199921,0.0733493482998248,-0.0009610151933421,,0.1705522553847889,-0.0523959655050851,c9063a45ff2df6481888e39b2c05245efb0ce5c309f0122142158268050b7f14
max_delta_volume,P2,4,2561,640,77,0.0371824232229959,0.0965466262402219,-0.862321685020534,0.5396121988294544,0.0433851697580969,0.0708440669518598,-0.0027379815984456,,0.1429692812010577,-0.3628046835005627,c9063a45ff2df6481888e39b2c05245efb0ce5c309f0122142158268050b7f14
max_delta_volume,P3,0,2560,641,96,0.030132262117967,0.0453871780029899,0.4326493588868612,0.6105590186842877,0.0440380388619852,0.0604920649495218,-0.0078177611410548,,0.3157673934481669,0.2497003029924059,ff05c0db0436cc15e238dc89b17f6cc527980c1036fc41d178c0cf2d06b342da
max_delta_volume,P3,1,2561,640,96,0.036816359484046,0.1074110903653355,0.3087082215746514,0.587028731149246,0.049322991041038,0.129434513883614,-0.0038373145928016,,0.2535659596674932,0.1701510892070237,ff05c0db0436cc15e238dc89b17f6cc527980c1036fc41d178c0cf2d06b342da
max_delta_volume,P3,2,2561,640,96,0.0328701295542095,0.0520927736673055,0.3966214791843017,0.6239009982934529,0.045554354926379,0.067074387604817,-0.0003415651597034,,0.2784415538902622,0.2233581918895595,ff05c0db0436cc15e238dc89b17f6cc527980c1036fc41d178c0cf2d06b342da
max_delta_volume,P3,3,2561,640,96,0.0338424508435377,0.0707127530446136,0.0697061801959844,0.6615333838705663,0.0449408291199921,0.0733493482998248,-0.0009610151933421,,0.2469553520434995,0.0359457216229622,ff05c0db0436cc15e238dc89b17f6cc527980c1036fc41d178c0cf2d06b342da
max_delta_volume,P3,4,2561,640,96,0.0354494254489318,0.0831637017619415,-0.3818093288884048,0.570210269678393,0.0433851697580969,0.0708440669518598,-0.0027379815984456,,0.1829137549400536,-0.1738979047949527,ff05c0db0436cc15e238dc89b17f6cc527980c1036fc41d178c0cf2d06b342da
stability_charge,P1,0,2560,641,73,0.0434281387252639,0.1234760773654534,0.0558688212794942,0.5392018974710375,0.0521118059030544,0.1273274517705874,-0.0039470006422734,,0.1666353147297377,0.0302477930059671,f000b0842d89ade62f3c30ba4e3e1d88e6b71af0edc335f9cb793bdd85d2e54a
stability_charge,P1,1,2561,640,73,0.041068996706372,0.0980087838493913,-0.0147813393354887,0.5809899816595469,0.0494875376895991,0.0974557999666537,-0.0033624720712222,,0.1701143636612262,-0.0056742018733295,f000b0842d89ade62f3c30ba4e3e1d88e6b71af0edc335f9cb793bdd85d2e54a
stability_charge,P1,2,2561,640,73,0.0431112673799023,0.0998434587673926,-0.0268569991132885,0.3838636367240416,0.0478057960640684,0.099154379996712,-0.0127320151683121,,0.0981999897643086,-0.0069495545300515,f000b0842d89ade62f3c30ba4e3e1d88e6b71af0edc335f9cb793bdd85d2e54a
stability_charge,P1,3,2561,640,73,0.0392289313908241,0.0902665163245271,0.2607157170363269,0.5435231256445411,0.0476811434695055,0.104984931288726,-2.7737366123936624e-05,,0.1772652974249038,0.1401955002829957,f000b0842d89ade62f3c30ba4e3e1d88e6b71af0edc335f9cb793bdd85d2e54a
stability_charge,P1,4,2561,640,73,0.0432538328384566,0.1035298184822425,0.1496388563442743,0.5105689213360928,0.0524850648151273,0.1122871857164902,-0.0003060522688576,,0.1758830251841492,0.0779907981339819,f000b0842d89ade62f3c30ba4e3e1d88e6b71af0edc335f9cb793bdd85d2e54a
stability_charge,P2,0,2560,641,93,0.040565425594412,0.1208998614927285,0.0948547052968868,0.6143957972211702,0.0521118059030544,0.1273274517705874,-0.0039470006422734,,0.2215693758554932,0.0504807894014865,b328c214eb811e08e882538e722a918b528c1a8e13eb91b6aea007929bd04cb0
