split_name,reporting_name,target,from_stage,to_stage,n_paired_folds,mean_delta_mae_positive_is_improvement,median_delta_mae,fraction_folds_mae_improves,mean_delta_rmse_positive_is_improvement,median_delta_rmse,fraction_folds_rmse_improves,fraction_folds_both_metrics_improve,macro_both_metrics_improve
leave_working_ion_out,working-ion-held-out validation,max_delta_volume,P2,P3,3,0.0022292576742786014,0.004572444000062403,0.6666666666666666,0.009317871193770496,0.0067538849220509095,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,stability_charge,P1,P2,3,-0.002437834302192403,-0.004039402522158703,0.3333333333333333,0.011322456416692064,0.007395652687382098,0.6666666666666666,0.3333333333333333,False
leave_working_ion_out,working-ion-held-out validation,stability_charge,P1,P3,3,0.009528656730359197,0.0092225649889283,1.0,0.0385976960824556,0.0391723548868559,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,stability_charge,P2,P3,3,0.011966491032551601,0.013261967511087002,1.0,0.027275239665763534,0.0215679676105726,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,stability_discharge,P1,P2,3,0.0002010704371096008,0.0006769380957803023,0.6666666666666666,0.0005130284419618339,0.0005631933290847005,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,stability_discharge,P1,P3,3,0.0015332641290783007,0.001459813995753699,0.6666666666666666,0.008253977385331334,0.0038149485635916025,1.0,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,stability_discharge,P2,P3,3,0.0013321936919687,0.0007828758999733967,1.0,0.007740948943369501,0.0022268687025081974,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,stability_worst,P1,P2,3,0.0031815625401372624,0.0014814804836770987,1.0,0.012805396225543733,0.003837510415561504,0.6666666666666666,0.6666666666666666,True
leave_working_ion_out,working-ion-held-out validation,stability_worst,P1,P3,3,0.007268202316080098,0.008725269262639397,1.0,0.030683110749337567,0.03508351104015489,1.0,1.0,True
leave_working_ion_out,working-ion-held-out validation,stability_worst,P2,P3,3,0.0040866397759428364,0.002554821704329302,1.0,0.017877714523793834,0.007394925106565309,1.0,1.0,True
