material_id,linked_summary_has_structure,structure_nsites_if_parseable,structure_formula_if_available
mp-aaabrokh,True,10,
mp-aaabroki,True,10,
mp-aaabrokm,True,32,
mp-aaabrokp,True,28,
mp-aaabrokq,True,9,
mp-aaabrokr,True,24,
mp-aaabrokt,True,26,
mp-aaabrold,True,24,
mp-aaabrolu,True,24,
mp-aaabroly,True,80,
mp-aaabromi,True,16,
mp-aaabromr,True,24,
mp-aaabromv,True,30,
mp-aaabronc,True,20,
mp-aaabrone,True,28,
mp-aaabronj,True,40,
mp-aaabrono,True,68,
mp-aaabrony,True,56,
mp-aaabronz,True,52,
mp-aaabrooe,True,24,
mp-aaabrooh,True,16,
mp-aaabroot,True,24,
mp-aaabrooz,True,24,
mp-aaabropc,True,24,
mp-aaabrope,True,24,
mp-aaabropf,True,28,
mp-aaabropl,True,24,
mp-aaabropo,True,28,
mp-aaabropp,True,26,
mp-aaabropy,True,24,
mp-aaabroqp,True,16,
mp-aaabrorf,True,23,
mp-aaabrorx,True,32,
mp-aaabrosb,True,16,
mp-aaabrosg,True,16,
mp-aaabrosm,True,16,
mp-aaabrosv,True,30,
mp-aaabrosx,True,23,
mp-aaabrosy,True,30,
mp-aaabrotv,True,16,
mp-aaabroty,True,20,
mp-aaabrouk,True,88,
mp-aaabroux,True,16,
mp-aaabrovd,True,14,
mp-aaabrowa,True,15,
mp-aaabroxd,True,24,
mp-aaabroxk,True,28,
mp-aaabroxl,True,28,
mp-aaabroxo,True,29,
mp-aaabrozm,True,14,
mp-aaabrozt,True,20,
mp-aaabrpcm,True,34,
mp-aaabrpcn,True,44,
mp-aaabrpcv,True,42,
mp-aaabrpcz,True,41,
mp-aaabrpdc,True,34,
mp-aaabrpdd,True,22,
mp-aaabrpdo,True,21,
mp-aaabrpdp,True,30,
mp-aaabrpdq,True,21,
mp-aaabrpdw,True,28,
mp-aaabrpea,True,40,
mp-aaabrpec,True,40,
mp-aaabrpee,True,30,
mp-aaabrpeg,True,22,
mp-aaabrpeh,True,22,
mp-aaabrpek,True,28,
mp-aaabrpeq,True,65,
mp-aaabrpeu,True,44,
mp-aaabrpev,True,40,
mp-aaabrpey,True,36,
mp-aaabrpfe,True,24,
mp-aaabrpff,True,56,
mp-aaabrpfk,True,36,
mp-aaabrpfm,True,48,
mp-aaabrpfv,True,54,
mp-aaabrpgm,True,72,
mp-aaabrpgo,True,38,
mp-aaabrpgq,True,28,
mp-aaabrpgr,True,34,
mp-aaabrpgt,True,28,
mp-aaabrpgu,True,43,
mp-aaabrpgv,True,37,
mp-aaabrpgw,True,60,
mp-aaabrpgx,True,44,
mp-aaabrpgy,True,35,
mp-aaabrphb,True,43,
mp-aaabrphg,True,35,
mp-aaabrphh,True,52,
mp-aaabrphl,True,56,
mp-aaabrphq,True,32,
mp-aaabrpic,True,40,
mp-aaabrpie,True,78,
mp-aaabrpif,True,84,
mp-aaabrpij,True,37,
mp-aaabrpil,True,56,
mp-aaabrpim,True,30,
mp-aaabrpio,True,56,
mp-aaabrpip,True,72,
mp-aaabrpiu,True,44,
mp-aaabrpix,True,22,
mp-aaabrpiy,True,42,
mp-aaabrpjd,True,62,
mp-aaabrpjj,True,34,
mp-aaabrpll,True,53,
mp-aaabrplm,True,56,
mp-aaabrplr,True,37,
mp-aaabrplv,True,60,
mp-aaabrplw,True,40,
mp-aaabrpma,True,34,
mp-aaabrpmf,True,30,
mp-aaabrpmh,True,28,
mp-aaabrpmi,True,44,
mp-aaabrpmo,True,44,
mp-aaabrpni,True,52,
mp-aaabrprw,True,37,
mp-aaabrprx,True,37,
mp-aaabrprz,True,40,
mp-aaabrpsa,True,56,
mp-aaabrpsf,True,37,
mp-aaabrpsg,True,56,
mp-aaabrpsh,True,37,
mp-aaabrpsi,True,37,
mp-aaabrpsj,True,49,
mp-aaabrpsk,True,48,
mp-aaabrpsm,True,39,
mp-aaabrpsq,True,58,
mp-aaabrpst,True,34,
mp-aaabrpsu,True,34,
mp-aaabrpsv,True,30,
mp-aaabrpsw,True,37,
mp-aaabrpsx,True,37,
mp-aaabrpsy,True,74,
mp-aaabrpsz,True,59,
mp-aaabrptb,True,76,
mp-aaabrpti,True,36,
mp-aaabrptk,True,39,
mp-aaabrptl,True,40,
mp-aaabrptm,True,48,
mp-aaabrptq,True,48,
mp-aaabrptr,True,52,
mp-aaabrpty,True,44,
mp-aaabrpuh,True,48,
mp-aaabrpul,True,30,
mp-aaabrpun,True,22,
mp-aaabrpuo,True,48,
mp-aaabrpuq,True,26,
mp-aaabrpuw,True,26,
mp-aaabrpva,True,9,
mp-aaabrpvb,True,52,
mp-aaabrpvc,True,52,
mp-aaabrpve,True,28,
mp-aaabrpvf,True,52,
mp-aaabrpvg,True,48,
mp-aaabrpvh,True,44,
mp-aaabrpvi,True,36,
mp-aaabrpvk,True,52,
mp-aaabrpvm,True,44,
mp-aaabrpwe,True,71,
mp-aaabrpwf,True,39,
mp-aaabrpwg,True,8,
mp-aaabrpwi,True,44,
mp-aaabrpwj,True,44,
mp-aaabrpwk,True,46,
mp-aaabrpwn,True,61,
mp-aaabrpwq,True,32,
mp-aaabrpwr,True,44,
mp-aaabrpwt,True,46,
mp-aaabrpwu,True,48,
mp-aaabrpww,True,74,
mp-aaabrpxb,True,48,
mp-aaabrpxc,True,48,
mp-aaabrpxg,True,35,
mp-aaabrpxi,True,46,
mp-aaabrpxs,True,52,
mp-aaabrpxt,True,71,
mp-aaabrpxu,True,71,
mp-aaabrpxv,True,74,
mp-aaabrpxx,True,28,
mp-aaabrpxy,True,34,
mp-aaabrpye,True,35,
mp-aaabrpyj,True,66,
mp-aaabrpyk,True,28,
mp-aaabrpyl,True,42,
mp-aaabrpym,True,34,
mp-aaabrpyq,True,39,
mp-aaabrpzn,True,74,
mp-aaabrqab,True,52,
mp-aaabrqaf,True,58,
mp-aaabrqam,True,72,
mp-aaabrqat,True,45,
mp-aaabrqbb,True,56,
mp-aaabrqbp,True,44,
mp-aaabrqdt,True,43,
mp-aaabrqdu,True,74,
mp-aaabrqea,True,42,
mp-aaabrqeb,True,72,
mp-aaabrqev,True,74,
mp-aaabrqew,True,32,
mp-aaabrqhx,True,24,
mp-aaabrqii,True,78,
mp-aaabrqis,True,10,
mp-aaabrqjf,True,42,
mp-aaabrqjk,True,51,
mp-aaabrqjl,True,70,
mp-aaabrqjq,True,55,
mp-aaabrqla,True,15,
mp-aaabrqlh,True,41,
mp-aaabrqli,True,56,
mp-aaabrqlk,True,78,
mp-aaabrqlo,True,50,
mp-aaabrqlr,True,56,
mp-aaabrqlw,True,36,
mp-aaabrqly,True,42,
mp-aaabrqnb,True,28,
mp-aaabrqnd,True,28,
mp-aaabrqnn,True,44,
mp-aaabrqnu,True,32,
mp-aaabrqoa,True,62,
mp-aaabrqog,True,28,
mp-aaabrqpj,True,64,
mp-aaabrqqo,True,58,
mp-aaabrqrk,True,44,
mp-aaabrqsb,True,44,
mp-aaabrqsn,True,28,
mp-aaabrqst,True,44,
mp-aaabrqtk,True,32,
mp-aaabrqvh,True,47,
mp-aaabrqvq,True,50,
mp-aaabrqwb,True,49,
mp-aaabrqwp,True,52,
mp-aaabrqxm,True,39,
mp-aaabrqya,True,44,
mp-aaabrqyk,True,51,
mp-aaabrqyo,True,13,
mp-aaabrrai,True,64,
mp-aaabrrbs,True,18,
mp-aaabrrdn,True,66,
mp-aaabrrdz,True,15,
mp-aaabrreu,True,38,
mp-aaabrrfc,True,49,
mp-aaabrrff,True,20,
mp-aaabrrfw,True,15,
mp-aaabrrfz,True,22,
mp-aaabrrgl,True,44,
mp-aaabrrgr,True,27,
mp-aaabrrgt,True,68,
mp-aaabrrgu,True,72,
mp-aaabrrgy,True,40,
mp-aaabrrib,True,19,
mp-aaabrriw,True,52,
mp-aaabrrjd,True,51,
mp-aaabrrjr,True,73,
mp-aaabrrkg,True,26,
mp-aaabrrko,True,24,
mp-aaabrrks,True,22,
mp-aaabrrle,True,24,
mp-aaabrrlk,True,22,
mp-aaabrrlw,True,37,
mp-aaabrrma,True,32,
mp-aaabrrmr,True,28,
mp-aaabrrmz,True,28,
mp-aaabrrng,True,69,
mp-aaabrrnh,True,32,
mp-aaabrrni,True,24,
mp-aaabrrnl,True,28,
mp-aaabrrnm,True,24,
mp-aaabrrnq,True,37,
mp-aaabrrnt,True,24,
mp-aaabrrny,True,28,
mp-aaabrrod,True,22,
mp-aaabrroh,True,20,
mp-aaabrroi,True,24,
mp-aaabrroj,True,66,
mp-aaabrror,True,20,
mp-aaabrrou,True,12,
mp-aaabrroz,True,18,
mp-aaabrrpl,True,32,
mp-aaabrrpv,True,20,
mp-aaabrrpw,True,28,
mp-aaabrrqm,True,22,
mp-aaabrrqq,True,18,
mp-aaabrrqx,True,24,
mp-aaabrrrc,True,56,
mp-aaabrrre,True,20,
mp-aaabrrrh,True,36,
mp-aaabrrrr,True,28,
mp-aaabrrrs,True,46,
mp-aaabrrru,True,40,
mp-aaabrrrv,True,24,
mp-aaabrrsm,True,52,
mp-aaabrrta,True,56,
mp-aaabrrti,True,70,
mp-aaabrrtr,True,36,
mp-aaabrrts,True,28,
mp-aaabrrtt,True,28,
mp-aaabrrtv,True,40,
mp-aaabrrtw,True,34,
mp-aaabrrty,True,36,
mp-aaabrrtz,True,40,
mp-aaabrrwb,True,72,
mp-aaabrsaq,True,44,
mp-aaabrsat,True,15,
mp-aaabrsay,True,48,
mp-aaabrsbk,True,14,
mp-aaabrscp,True,50,
mp-aaabrsdg,True,32,
mp-aaabrsdn,True,48,
mp-aaabrseb,True,28,
mp-aaabrsec,True,48,
mp-aaabrsej,True,46,
mp-aaabrsen,True,48,
mp-aaabrses,True,48,
mp-aaabrsev,True,44,
mp-aaabrsfc,True,14,
mp-aaabrsfe,True,48,
mp-aaabrsfg,True,44,
mp-aaabrsfl,True,48,
mp-aaabrsfp,True,48,
mp-aaabrsfq,True,50,
mp-aaabrsfs,True,41,
mp-aaabrsft,True,48,
mp-aaabrsfu,True,46,
mp-aaabrsfx,True,48,
mp-aaabrsga,True,40,
mp-aaabrsgb,True,36,
mp-aaabrsgc,True,48,
mp-aaabrsgg,True,46,
mp-aaabrsgl,True,44,
mp-aaabrsgo,True,42,
mp-aaabrsgq,True,48,
mp-aaabrsgw,True,70,
mp-aaabrshd,True,22,
mp-aaabrshe,True,22,
mp-aaabrshh,True,26,
mp-aaabrshj,True,22,
mp-aaabrsho,True,24,
mp-aaabrsht,True,24,
mp-aaabrshw,True,24,
mp-aaabrshy,True,70,
mp-aaabrshz,True,22,
mp-aaabrsia,True,24,
mp-aaabrsil,True,26,
mp-aaabrsjc,True,24,
mp-aaabrsjd,True,44,
mp-aaabrsjj,True,59,
mp-aaabrsjp,True,71,
mp-aaabrskn,True,22,
mp-aaabrsmf,True,56,
mp-aaabrsmj,True,54,
mp-aaabrsmo,True,26,
mp-aaabrsod,True,12,
mp-aaabrsou,True,38,
mp-aaabrspa,True,54,
mp-aaabrsqc,True,28,
mp-aaabrsqf,True,37,
mp-aaabrsrl,True,78,
mp-aaabrssi,True,16,
mp-aaabrssl,True,34,
mp-aaabrssu,True,37,
mp-aaabrssv,True,38,
mp-aaabrsth,True,44,
mp-aaabrstl,True,39,
mp-aaabrstn,True,37,
mp-aaabrsto,True,36,
mp-aaabrstq,True,38,
mp-aaabrstr,True,38,
mp-aaabrstv,True,34,
mp-aaabrstw,True,46,
mp-aaabrsua,True,68,
mp-aaabrsue,True,39,
mp-aaabrsuf,True,56,
mp-aaabrsul,True,34,
mp-aaabrsuo,True,39,
mp-aaabrsup,True,48,
mp-aaabrsuq,True,68,
mp-aaabrsuv,True,78,
mp-aaabrsva,True,34,
mp-aaabrsvd,True,48,
mp-aaabrsvj,True,48,
mp-aaabrsvk,True,42,
mp-aaabrsvl,True,76,
mp-aaabrsvn,True,78,
mp-aaabrsvp,True,78,
mp-aaabrsvt,True,34,
mp-aaabrswa,True,48,
mp-aaabrswe,True,68,
mp-aaabrswg,True,43,
mp-aaabrswh,True,78,
mp-aaabrswr,True,24,
mp-aaabrsws,True,34,
mp-aaabrswt,True,36,
mp-aaabrswv,True,36,
mp-aaabrswx,True,40,
mp-aaabrsxh,True,76,
mp-aaabrsxj,True,34,
mp-aaabrsxk,True,36,
mp-aaabrsxl,True,38,
mp-aaabrsxn,True,38,
mp-aaabrsxo,True,38,
mp-aaabrsxp,True,38,
mp-aaabrsxq,True,38,
mp-aaabrsxr,True,40,
mp-aaabrsxt,True,80,
mp-aaabrsxu,True,48,
mp-aaabrsxx,True,46,
mp-aaabrsxz,True,40,
mp-aaabrsya,True,40,
mp-aaabrsyb,True,40,
mp-aaabrsyc,True,44,
mp-aaabrsye,True,40,
mp-aaabrsyf,True,40,
mp-aaabrsyh,True,38,
mp-aaabrsyl,True,76,
mp-aaabrsyo,True,52,
mp-aaabrsyp,True,26,
mp-aaabrsyr,True,40,
mp-aaabrsyt,True,24,
mp-aaabrsyu,True,38,
mp-aaabrsyw,True,26,
mp-aaabrsyx,True,42,
mp-aaabrsyy,True,42,
mp-aaabrszb,True,40,
mp-aaabrszd,True,26,
mp-aaabrsze,True,38,
mp-aaabrszh,True,46,
mp-aaabrszj,True,24,
mp-aaabrszk,True,38,
mp-aaabrszm,True,48,
mp-aaabrszn,True,22,
mp-aaabrszp,True,52,
mp-aaabrszu,True,48,
mp-aaabrszv,True,48,
mp-aaabrszw,True,36,
mp-aaabrtaa,True,22,
mp-aaabrtae,True,36,
mp-aaabrtag,True,46,
mp-aaabrtal,True,46,
mp-aaabrtam,True,48,
mp-aaabrtan,True,40,
mp-aaabrtaq,True,44,
mp-aaabrtar,True,44,
mp-aaabrtas,True,44,
mp-aaabrtaw,True,30,
mp-aaabrtbc,True,48,
mp-aaabrtbd,True,30,
mp-aaabrtbg,True,48,
mp-aaabrtbh,True,48,
mp-aaabrtbi,True,48,
mp-aaabrtbk,True,48,
mp-aaabrtbn,True,44,
mp-aaabrtbo,True,46,
mp-aaabrtbp,True,46,
mp-aaabrtbx,True,22,
mp-aaabrtbz,True,26,
mp-aaabrtcd,True,50,
mp-aaabrtci,True,50,
mp-aaabrtcm,True,60,
mp-aaabrtco,True,72,
mp-aaabrtcq,True,10,
mp-aaabrtct,True,36,
mp-aaabrtcy,True,44,
mp-aaabrtcz,True,50,
mp-aaabrtdb,True,32,
mp-aaabrtdd,True,44,
mp-aaabrtdg,True,30,
mp-aaabrtdh,True,44,
mp-aaabrtdj,True,44,
mp-aaabrtdl,True,32,
mp-aaabrtdo,True,32,
mp-aaabrtdr,True,48,
mp-aaabrtds,True,14,
mp-aaabrtee,True,50,
mp-aaabrtef,True,42,
mp-aaabrteg,True,50,
mp-aaabrtel,True,13,
mp-aaabrter,True,23,
mp-aaabrtev,True,46,
mp-aaabrtfa,True,38,
mp-aaabrtfi,True,46,
mp-aaabrtfk,True,46,
mp-aaabrtfl,True,46,
mp-aaabrtfn,True,76,
mp-aaabrtfp,True,72,
mp-aaabrtgo,True,46,
mp-aaabrtgr,True,36,
mp-aaabrtgt,True,50,
mp-aaabrtia,True,48,
mp-aaabrtii,True,15,
mp-aaabrtio,True,40,
mp-aaabrtiq,True,46,
mp-aaabrtir,True,46,
mp-aaabrtiy,True,14,
mp-aaabrtjb,True,52,
mp-aaabrtjg,True,50,
mp-aaabrtji,True,50,
mp-aaabrtjj,True,50,
mp-aaabrtjm,True,50,
mp-aaabrtjn,True,50,
mp-aaabrtjq,True,50,
mp-aaabrtka,True,32,
mp-aaabrtke,True,50,
mp-aaabrtkl,True,34,
mp-aaabrtla,True,72,
mp-aaabrtmd,True,48,
mp-aaabrtme,True,35,
mp-aaabrtmj,True,36,
mp-aaabrtml,True,50,
mp-aaabrtmo,True,26,
mp-aaabrtmp,True,68,
mp-aaabrtmq,True,68,
mp-aaabrtmt,True,68,
mp-aaabrtmy,True,48,
mp-aaabrtou,True,22,
mp-aaabrtpq,True,72,
mp-aaabrtqt,True,54,
mp-aaabrtrp,True,40,
mp-aaabrtrt,True,37,
mp-aaabrtru,True,37,
mp-aaabrtry,True,39,
mp-aaabrttd,True,40,
mp-aaabrtte,True,72,
mp-aaabrtuv,True,44,
mp-aaabrtwr,True,48,
mp-aaabrtxi,True,9,
mp-aaabrtyg,True,44,
mp-aaabrtyz,True,58,
mp-aaabrtzd,True,58,
mp-aaabruam,True,50,
mp-aaabruby,True,32,
mp-aaabrudh,True,58,
mp-aaabrudl,True,36,
mp-aaabruev,True,58,
mp-aaabrugg,True,56,
mp-aaabrugm,True,50,
mp-aaabrugp,True,50,
mp-aaabrugr,True,50,
mp-aaabrugs,True,54,
mp-aaabrugv,True,50,
mp-aaabrugz,True,44,
mp-aaabruhc,True,42,
mp-aaabruhe,True,48,
mp-aaabruhh,True,46,
mp-aaabruhm,True,46,
mp-aaabruhn,True,42,
mp-aaabruho,True,44,
mp-aaabruhp,True,48,
mp-aaabruhq,True,46,
mp-aaabruhs,True,50,
mp-aaabruht,True,50,
mp-aaabruhu,True,46,
mp-aaabruhw,True,46,
mp-aaabruhx,True,46,
mp-aaabruhy,True,50,
mp-aaabruhz,True,50,
mp-aaabruia,True,46,
mp-aaabruie,True,44,
mp-aaabruif,True,48,
mp-aaabruig,True,38,
mp-aaabruii,True,48,
mp-aaabruij,True,55,
mp-aaabruik,True,48,
mp-aaabruil,True,40,
mp-aaabruit,True,48,
mp-aaabruiu,True,48,
mp-aaabruiv,True,44,
mp-aaabruiw,True,46,
mp-aaabruix,True,41,
mp-aaabruiy,True,46,
mp-aaabruja,True,52,
mp-aaabrujb,True,46,
mp-aaabrujf,True,44,
mp-aaabrujg,True,50,
mp-aaabrujh,True,50,
mp-aaabruji,True,42,
mp-aaabrujj,True,46,
mp-aaabrujk,True,54,
mp-aaabrujm,True,46,
mp-aaabrujo,True,50,
mp-aaabrujp,True,56,
mp-aaabrujq,True,30,
mp-aaabrujs,True,46,
mp-aaabruju,True,56,
mp-aaabrujv,True,30,
mp-aaabrujw,True,34,
mp-aaabrujx,True,40,
mp-aaabrukb,True,35,
mp-aaabruke,True,35,
mp-aaabrukf,True,40,
mp-aaabrukg,True,35,
mp-aaabrukj,True,28,
mp-aaabrukk,True,10,
mp-aaabrukl,True,34,
mp-aaabrukm,True,28,
mp-aaabrukp,True,28,
mp-aaabrukq,True,44,
mp-aaabrukr,True,48,
mp-aaabruks,True,40,
mp-aaabrukw,True,52,
mp-aaabruky,True,42,
mp-aaabrukz,True,42,
mp-aaabrulb,True,47,
mp-aaabruld,True,28,
mp-aaabrule,True,54,
mp-aaabrulf,True,22,
mp-aaabrulh,True,28,
mp-aaabrulj,True,30,
mp-aaabrulk,True,22,
mp-aaabrull,True,28,
mp-aaabrulo,True,42,
mp-aaabrulp,True,26,
mp-aaabrulq,True,28,
mp-aaabruls,True,26,
mp-aaabrulw,True,30,
mp-aaabruly,True,52,
mp-aaabrulz,True,22,
mp-aaabruma,True,38,
mp-aaabrumb,True,40,
mp-aaabrumc,True,44,
mp-aaabrumd,True,40,
mp-aaabrume,True,48,
mp-aaabrumf,True,32,
mp-aaabrumm,True,40,
mp-aaabrumo,True,32,
mp-aaabrumq,True,48,
mp-aaabrumr,True,24,
mp-aaabrumy,True,15,
mp-aaabrunf,True,14,
mp-aaabrunh,True,22,
mp-aaabruni,True,52,
mp-aaabrunk,True,76,
mp-aaabrupy,True,13,
mp-aaabruqj,True,54,
mp-aaabrure,True,20,
mp-aaabrush,True,48,
mp-aaabruvw,True,16,
mp-aaabruwl,True,28,
mp-aaabruwv,True,20,
mp-aaabruyq,True,16,
mp-aaabruyx,True,42,
mp-aaabruzy,True,16,
mp-aaabrvad,True,30,
mp-aaabrval,True,28,
mp-aaabrvcu,True,28,
mp-aaabrvek,True,44,
mp-aaabrvfk,True,13,
mp-aaabrvgs,True,50,
mp-aaabrvhg,True,28,
mp-aaabrvid,True,28,
mp-aaabrvip,True,24,
mp-aaabrvit,True,76,
mp-aaabrviw,True,48,
mp-aaabrvkn,True,44,
mp-aaabrvky,True,44,
mp-aaabrvmk,True,24,
mp-aaabrvml,True,48,
mp-aaabrvou,True,48,
mp-aaabrvov,True,22,
mp-aaabrvoz,True,36,
mp-aaabrvpp,True,22,
mp-aaabrvqj,True,68,
mp-aaabrvqo,True,50,
mp-aaabrvqx,True,42,
mp-aaabrvrl,True,40,
mp-aaabrvtq,True,19,
mp-aaabrvtr,True,26,
mp-aaabrvtt,True,24,
mp-aaabrvuf,True,40,
mp-aaabrvug,True,72,
mp-aaabrvul,True,28,
mp-aaabrvus,True,40,
mp-aaabrvvf,True,54,
mp-aaabrvvp,True,58,
mp-aaabrvvt,True,56,
mp-aaabrvvu,True,50,
mp-aaabrvvv,True,40,
mp-aaabrvvx,True,44,
mp-aaabrvwa,True,44,
mp-aaabrvwc,True,32,
mp-aaabrvwk,True,60,
mp-aaabrvwm,True,58,
mp-aaabrvws,True,24,
mp-aaabrvwv,True,52,
mp-aaabrvww,True,40,
mp-aaabrvwy,True,54,
mp-aaabrvxn,True,64,
mp-aaabrvxo,True,58,
mp-aaabrvyk,True,46,
mp-aaabrvyl,True,58,
mp-aaabrvyq,True,46,
mp-aaabrvyt,True,44,
mp-aaabrvyu,True,56,
mp-aaabrvyx,True,50,
mp-aaabrvzk,True,72,
mp-aaabrvzl,True,56,
mp-aaabrvzn,True,16,
mp-aaabrvzs,True,16,
mp-aaabrwag,True,26,
mp-aaabrwak,True,22,
mp-aaabrwal,True,40,
mp-aaabrwbn,True,54,
mp-aaabrwbs,True,28,
mp-aaabrwce,True,37,
mp-aaabrwcf,True,56,
mp-aaabrwch,True,20,
mp-aaabrwcq,True,26,
mp-aaabrwcs,True,26,
mp-aaabrwcz,True,48,
mp-aaabrwdj,True,48,
mp-aaabrwds,True,54,
mp-aaabrwdt,True,18,
mp-aaabrwed,True,58,
mp-aaabrwef,True,44,
mp-aaabrwer,True,48,
mp-aaabrwes,True,25,
mp-aaabrwev,True,52,
mp-aaabrwfc,True,26,
mp-aaabrwfn,True,68,
mp-aaabrwfz,True,26,
mp-aaabrwgy,True,22,
mp-aaabrwgz,True,22,
mp-aaabrwha,True,26,
mp-aaabrwhb,True,28,
mp-aaabrwhd,True,48,
mp-aaabrwhh,True,22,
mp-aaabrwhm,True,40,
mp-aaabrwhn,True,26,
mp-aaabrwhp,True,50,
mp-aaabrwif,True,72,
mp-aaabrwii,True,64,
mp-aaabrwil,True,24,
mp-aaabrwim,True,40,
mp-aaabrwir,True,48,
mp-aaabrwja,True,58,
mp-aaabrwje,True,28,
mp-aaabrwjj,True,22,
mp-aaabrwjr,True,24,
mp-aaabrwjs,True,56,
mp-aaabrwju,True,72,
mp-aaabrwjy,True,24,
mp-aaabrwka,True,22,
mp-aaabrwkb,True,22,
mp-aaabrwkc,True,22,
mp-aaabrwkf,True,22,
mp-aaabrwkk,True,48,
mp-aaabrwkm,True,48,
mp-aaabrwkw,True,24,
mp-aaabrwle,True,24,
mp-aaabrwln,True,52,
mp-aaabrwlo,True,52,
mp-aaabrwlp,True,28,
mp-aaabrwlr,True,40,
mp-aaabrwls,True,54,
mp-aaabrwlv,True,52,
mp-aaabrwlw,True,52,
mp-aaabrwlx,True,24,
mp-aaabrwly,True,56,
mp-aaabrwlz,True,28,
mp-aaabrwma,True,28,
mp-aaabrwmd,True,22,
mp-aaabrwmg,True,16,
mp-aaabrwmp,True,48,
mp-aaabrwmq,True,52,
mp-aaabrwna,True,24,
mp-aaabrwnk,True,24,
mp-aaabrwof,True,24,
mp-aaabrwoh,True,24,
mp-aaabrwoi,True,48,
mp-aaabrwoj,True,52,
mp-aaabrwok,True,28,
mp-aaabrwom,True,32,
mp-aaabrwoq,True,24,
mp-aaabrwov,True,24,
mp-aaabrwox,True,48,
mp-aaabrwoz,True,26,
mp-aaabrwpc,True,24,
mp-aaabrwpe,True,52,
mp-aaabrwpf,True,52,
mp-aaabrwph,True,52,
mp-aaabrwpj,True,26,
mp-aaabrwpl,True,26,
mp-aaabrwpo,True,24,
mp-aaabrwps,True,30,
mp-aaabrwpw,True,40,
mp-aaabrwpx,True,48,
mp-aaabrwqb,True,28,
mp-aaabrwqh,True,28,
mp-aaabrwqk,True,52,
mp-aaabrwqq,True,15,
mp-aaabrwqr,True,28,
mp-aaabrwqs,True,28,
mp-aaabrwqu,True,28,
mp-aaabrwqx,True,22,
mp-aaabrwrk,True,40,
mp-aaabrwrl,True,42,
mp-aaabrwrn,True,24,
mp-aaabrwsc,True,40,
mp-aaabrwse,True,56,
mp-aaabrwso,True,24,
mp-aaabrwsz,True,24,
mp-aaabrwtd,True,12,
mp-aaabrwte,True,48,
mp-aaabrwti,True,24,
mp-aaabrwtk,True,52,
mp-aaabrwtl,True,48,
mp-aaabrwtm,True,28,
mp-aaabrwto,True,28,
mp-aaabrwtp,True,36,
mp-aaabrwtr,True,48,
mp-aaabrwtv,True,24,
mp-aaabrwue,True,24,
mp-aaabrwui,True,24,
mp-aaabrwuj,True,24,
mp-aaabrwum,True,25,
mp-aaabrwun,True,24,
mp-aaabrwuy,True,39,
mp-aaabrwva,True,40,
mp-aaabrwvb,True,40,
mp-aaabrwvc,True,48,
mp-aaabrwve,True,48,
mp-aaabrwvf,True,56,
mp-aaabrwvj,True,56,
mp-aaabrwvl,True,54,
mp-aaabrwvn,True,12,
mp-aaabrwvs,True,26,
mp-aaabrwwf,True,54,
mp-aaabrwwi,True,12,
mp-aaabrwwu,True,24,
mp-aaabrwwv,True,20,
mp-aaabrwwy,True,24,
mp-aaabrwxb,True,33,
mp-aaabrwxf,True,24,
mp-aaabrwxg,True,45,
mp-aaabrwxh,True,12,
mp-aaabrwxm,True,26,
mp-aaabrwxo,True,36,
mp-aaabrwxu,True,48,
mp-aaabrwxx,True,48,
mp-aaabrwxy,True,24,
mp-aaabrwyb,True,60,
mp-aaabrwyg,True,52,
mp-aaabrwyl,True,20,
mp-aaabrwyr,True,78,
mp-aaabrwza,True,28,
mp-aaabrwzr,True,24,
mp-aaabrwzs,True,24,
mp-aaabrwzu,True,15,
mp-aaabrwzw,True,33,
mp-aaabrwzz,True,24,
mp-aaabrxad,True,24,
mp-aaabrxae,True,33,
mp-aaabrxag,True,28,
mp-aaabrxak,True,36,
mp-aaabrxar,True,36,
mp-aaabrxbh,True,28,
mp-aaabrxbi,True,15,
mp-aaabrxbn,True,70,
mp-aaabrxbo,True,16,
mp-aaabrxbu,True,16,
mp-aaabrxcc,True,24,
mp-aaabrxct,True,58,
mp-aaabrxcu,True,40,
mp-aaabrxcx,True,24,
mp-aaabrxcz,True,26,
mp-aaabrxda,True,28,
mp-aaabrxde,True,15,
mp-aaabrxdo,True,48,
mp-aaabrxel,True,24,
mp-aaabrxgp,True,56,
mp-aaabrxgx,True,58,
mp-aaabrxhz,True,28,
mp-aaabrxiv,True,22,
mp-aaabrxjr,True,36,
mp-aaabrxjv,True,28,
mp-aaabrxjz,True,28,
mp-aaabrxke,True,16,
mp-aaabrxkt,True,30,
mp-aaabrxlj,True,17,
mp-aaabrxmn,True,36,
mp-aaabrxms,True,32,
mp-aaabrxmx,True,56,
mp-aaabrxne,True,62,
mp-aaabrxng,True,40,
mp-aaabrxnu,True,34,
mp-aaabrxoh,True,22,
mp-aaabrxop,True,36,
mp-aaabrxoq,True,36,
mp-aaabrxou,True,36,
mp-aaabrxov,True,48,
mp-aaabrxoy,True,28,
mp-aaabrxpa,True,24,
mp-aaabrxpf,True,16,
mp-aaabrxqz,True,28,
mp-aaabrxrg,True,36,
mp-aaabrxrj,True,24,
mp-aaabrxrk,True,33,
mp-aaabrxrl,True,24,
mp-aaabrxrm,True,40,
mp-aaabrxrp,True,24,
mp-aaabrxrq,True,24,
mp-aaabrxrt,True,15,
mp-aaabrxth,True,38,
