shortlist_priority_rank,battery_formula,formula_charge,formula_discharge,average_voltage,capacity_grav,energy_grav,max_delta_volume,stability_worst,final_triage_score,rank_median_mc,rank_iqr_mc,out_of_domain_flag,high_uncertainty_flag
144,Na4-6Fe2As(CO4)4,Na4Fe2As(CO4)4,Na6Fe2As(CO4)4,3.526058554051719,85.27581376409721,300.6875125766163,0.049167155579004,0.078466203572528,0.3115931930808647,144.5,36.25,False,False
145,Na4-6V2C4SO16,Na4V2C4SO16,Na6V2C4SO16,2.300817919051727,93.07365510151392,214.14553344920347,0.023353186019034,0.0,0.3173341160103579,144.0,41.5,False,False
146,Na0-1Mo2P2O9,Mo2P2O9,NaMo2P2O9,3.610831509051724,63.68993265960454,229.9736156566825,0.026038391000006,0.030411525576893,0.3231042803832585,144.5,40.5,False,False
148,Na2-2.5MnPCO7,Na2MnPCO7,Na5Mn2P2(CO7)2,3.099622796551703,50.116323516569366,155.34169885131865,0.019715041193803,0.010254088333333,0.317819701650502,147.0,44.0,False,False
150,Na2-3VBAsO7,Na2VBAsO7,Na3VBAsO7,2.894381646551725,84.37711870527087,244.21958376945227,0.031270444906714,0.082882653769846,0.3069764960972755,153.0,43.25,False,False
151,Na0-0.25CrO2,CrO2,NaCr4O8,3.597391406551725,74.66230670076601,268.589540518665,0.009579722151321,0.066267404999983,0.305114238955889,152.0,42.25,False,False
152,Na0-9Mn21O40,Mn21O40,Na9Mn21O40,3.038901614329503,120.57152648054058,366.4050064638872,0.138812404363838,0.04366786043033,0.305351844557393,150.0,43.0,False,False
153,Na0-1V(GeO3)2,V(GeO3)2,NaV(GeO3)2,3.156789026551724,85.02801091922686,268.4154918193356,0.031406061982007,0.046880893703709,0.3079703172984615,151.0,44.0,False,False
156,Na0-1CrS2,CrS2,NaCrS2,2.159152006551721,192.65581478285748,415.97318906226354,0.27648736328646,0.005463292499999,0.3012232131097798,153.5,44.0,False,False
157,Na0-1V(SiO3)2,V(SiO3)2,NaV(SiO3)2,3.032066876551727,118.538871682491,359.4177864122965,0.051879685586197,0.067616735277782,0.3001344441588693,156.0,41.25,False,False
162,Na2-3Ni2O5,Na2Ni2O5,Na3Ni2O5,2.769066956551715,100.62387243276962,278.6342401938574,0.038113658591991,0.062768743333333,0.2951745541200639,161.0,39.25,False,False
164,Na0-1Li2MnPCO7,Li2MnPCO7,NaLi2MnPCO7,3.167487786551721,108.60031954832657,343.99018578493855,0.092688066942138,0.041073223333337,0.2990861724167521,160.0,43.25,True,False
165,Na0.33-0.67FePO4,NaFe3(PO4)3,Na2Fe3(PO4)3,3.751246721551734,53.771954146942406,201.71186670514783,0.039539820351895,0.055010509824554,0.2946024783503762,162.0,44.0,False,False
167,Na1-3SiSbCO7,NaSiSbCO7,Na3SiSbCO7,2.374212109051729,156.3583157314863,371.22780656062827,0.057291828872825,0.059494251818184,0.2836448495911745,163.0,39.25,False,False
168,Na2-3BiBPO7,Na2BiBPO7,Na3BiBPO7,3.637906706551721,62.079226354215486,225.83843389154288,0.018314198234093,0.075517408368057,0.2844524253503714,164.0,34.25,False,False
170,Na2-3SiBiCO7,Na2SiBiCO7,Na3SiBiCO7,3.485697316551711,62.322980903367565,217.23904729437183,0.029621441716033,0.034626122630215,0.2800324341156372,168.0,36.5,False,False
172,Na1-2CrCSO7,NaCrCSO7,Na2CrCSO7,2.496419471551721,105.49806345893565,263.3674198298861,0.092116369185271,0.053633645796243,0.278357732733444,172.0,41.0,False,False
173,Na0-1Li2FePCO7,Li2FePCO7,NaLi2FePCO7,2.718130116551723,108.20267407673184,294.10894709939527,0.064624382143413,0.024255417884617,0.2777653731698454,173.0,43.0,True,False
174,Na2-6Bi2C4SO16,Na2Bi2C4SO16,Na6Bi2C4SO16,2.808920395301722,120.1863353633842,337.5938486387825,0.070359732921207,0.091845204371407,0.2789629371899226,173.0,39.25,True,False
176,Na0-1Mo2(PO4)3,Mo2(PO4)3,NaMo2(PO4)3,3.008921911551742,53.626144306619445,161.35688063622294,0.016526202005504,0.007146244722207,0.2666757743645088,177.0,45.0,False,False
177,Na0-1Ni3O4,Ni3O4,NaNi3O4,2.864911666551723,101.88059751613596,291.8789124192384,0.091634816110641,0.041206718571428,0.2636788978611114,177.5,32.25,False,False
178,Na0-2UCl6,UCl6,Na2UCl6,2.665663758218389,107.9124384178086,287.65827615132616,0.013062500944383,0.0,0.2485020168866728,179.0,35.25,False,False
179,Na1-3SnPCO7,NaSnPCO7,Na3SnPCO7,2.060048156551726,156.43211808080224,322.25769647783864,0.20770293100099,0.051697199535256,0.2681043152636398,178.0,38.0,False,False
180,Na0-0.5VO2,VO2,NaV2O4,2.492623141551722,141.90410728551464,353.7134617011121,0.076111315120118,0.059391077499999,0.2639276886496979,180.0,38.25,False,False
181,Na0-1Li2FePCO7,Li2FePCO7,NaLi2FePCO7,2.720517889051724,108.20267407673184,294.3673104689822,0.056042515989659,0.025701401538463,0.276024801559781,181.0,41.0,True,False
182,Na4-6Bi2B4SO16,Na4Bi2B4SO16,Na6Bi2B4SO16,3.7826880740517232,60.418207670445774,228.5432336105756,0.016052765222992,0.068665403888894,0.2586091783168335,180.0,40.0,False,False
184,Na2-3BiBAsO7,Na2BiBAsO7,Na3BiBAsO7,3.620408901551716,56.34373477279911,203.98735891811089,0.030114456553893,0.068633205382657,0.2526012083304301,184.0,35.0,False,False
185,Na5-7Cu7O13,Na5Cu7O13,Na7Cu7O13,2.982477596551721,65.87213608018642,196.4621700961623,0.003138525317457,0.087049047249998,0.2613610221421996,185.0,38.0,False,False
186,Na0-0.5Cu3O4,Cu3O4,Na(Cu3O4)2,3.938330566551716,50.35402310565584,198.3107883458557,0.049479517596053,0.066328173035714,0.2649274986677101,186.0,35.25,False,False
187,Na4-6Sn2C4SO16,Na4Sn2C4SO16,Na6Sn2C4SO16,2.800981544051726,75.34253816866574,211.0330588924455,0.040314917004253,0.067277986477622,0.2510321720641432,187.0,37.0,False,False
188,Na4-6Cr2C4SO16,Na4Cr2C4SO16,Na6Cr2C4SO16,2.085979849051714,92.73403382297106,193.44132587599773,0.039852922375281,0.015969924653212,0.2496907036751513,189.0,39.0,False,False
189,Na1-3SnAsCO7,NaSnAsCO7,Na3SnAsCO7,2.203955641551719,138.64959957754283,305.57756718781235,0.080478990060486,0.079585738397435,0.2477559547453146,192.0,40.25,False,False
190,Na1-2CePCO7,NaCePCO7,Na2CePCO7,2.552144956551718,78.57925159556763,200.54564064923645,0.036822650451961,0.029361832784099,0.2418698068445238,193.0,35.0,False,False
191,Na2-4Mg(NiO2)5,Na2Mg(NiO2)5,Na4Mg(NiO2)5,2.725941631551723,94.08566419736076,256.4720289677812,0.053423928558871,0.070518095500005,0.2384307769096764,195.0,32.0,False,False
195,Na0-1Cs2MnF6,Cs2MnF6,Cs2NaMnF6,3.040560616551719,58.55314630968972,178.0343906444332,0.088332356025818,0.046311406000014,0.24288083800872,195.0,33.0,False,False
199,Na1-3BiAsCO7,NaBiAsCO7,Na3BiAsCO7,2.6098949865517262,112.40397730714368,293.3625768423883,0.047165357845285,0.09652927391025,0.2464309058209956,197.0,34.0,True,False
200,Na0-1CaFe2(SiO3)4,CaFe2(SiO3)4,NaCaFe2(SiO3)4,2.733554456551705,55.94217665626135,152.920986307926,0.027761134450751,0.028742488728063,0.2348751524531209,199.0,37.25,False,False
202,Na0-1Ni5O6,Ni5O6,NaNi5O6,2.954215496551715,64.98066481620197,191.96688697625663,0.043142291111803,0.040714679545455,0.2311803296942876,201.0,29.0,False,False
203,Na0-1Rb2SbCl6,Rb2SbCl6,Rb2NaSbCl6,3.043628696551717,50.72163181299064,154.37781412194886,0.107720256273356,0.0,0.2317282304673685,202.0,32.5,False,False
205,Na0-1Li5Fe2P2(CO7)2,Li5Fe2P2(CO7)2,NaLi5Fe2P2(CO7)2,3.028983551551708,55.91268240472394,169.35859532704342,0.03134601880846,0.044425347549998,0.2350286162183811,203.0,31.25,True,False
206,Na0-1Li5Mn2P2(CO7)2,Li5Mn2P2(CO7)2,NaLi5Mn2P2(CO7)2,3.088264391551721,56.12506755320178,173.32904759798797,0.035777899977193,0.053396195512824,0.2320741690716703,205.0,34.25,True,False
208,Na0-2V6O13,V6O13,Na2V6O13,2.545130256551719,95.78444578136504,243.78389106518983,0.075981364750489,0.040702089444453,0.2151305461947868,208.0,32.0,False,False
212,Na4-6Bi2P(CO4)4,Na4Bi2P(CO4)4,Na6Bi2P(CO4)4,2.648505494051722,60.166773561902986,159.35203033806596,0.035200926799759,0.077907932852013,0.2141787201083865,209.0,34.0,False,False
220,Na0-1Rb2VCl6,Rb2VCl6,Rb2NaVCl6,2.675843536551728,58.57160702786228,156.72845609095305,0.045793295700656,0.0,0.1948379610440271,217.0,28.0,False,False
225,Na0-0.67NbS2,NbS2,Na2(NbS2)3,2.107033556551725,103.66299730251782,218.421413889136,0.180113004128266,0.003163039999998,0.1881050019425685,222.0,25.0,True,False
226,Na2-3SiBiBO7,Na2SiBiBO7,Na3SiBiBO7,3.4957848715517232,62.49733154724774,218.4772261352209,0.008031644945139,0.085011077499999,0.1976755963867405,222.0,27.0,False,False
228,Na4-6Bi2As(CO4)4,Na4Bi2As(CO4)4,Na6Bi2As(CO4)4,2.711236846551731,57.3383115695079,155.45774304631323,0.047897787208361,0.096437781673856,0.1943129591562285,224.0,31.0,False,False
236,Na0-0.75WO3,WO3,Na3(WO3)4,2.076462611551727,80.70125394527919,167.57313652271353,0.108601232685251,0.022406434824603,0.1646823272858966,235.0,26.0,False,False
238,Na0-1K2MoCl6,K2MoCl6,K2NaMoCl6,2.331529446551723,65.39428903817266,152.4687105288141,0.105981700752469,0.034184043499999,0.1688118241212381,236.0,26.25,False,False
240,Na4-6B4Sb2SO16,Na4B4Sb2SO16,Na6B4Sb2SO16,2.051491209051722,75.20499399728025,154.28238406220797,0.051113367705172,0.072689870129321,0.1566585277378092,240.0,25.25,False,False
250,Na0-1MgMn4O8,MgMn4O8,NaMgMn4O8,2.445934506551726,67.84461150338517,165.94347635972596,0.064200922216424,0.082000688392857,0.1272812633624847,253.0,19.0,False,False
