protocol,split_name,fold_id,heldout_group,status,error,n_train,n_test,n_features,elapsed_seconds,timestamp_utc,imputer_fit_scope,x_scaler_fit_scope,y_scaler_fit_scope,outer_test_used_for_fit_or_early_stopping,pass
P3,framework_groupkfold,3,K|Bi(PO3)4|K|Cd2Cu(SO)2|K|CoH8(CO5)2|K|CrF3|K|CrPO4F|K|CrS2|K|Cs2MnF6|K|Cs2SbBr6|K|Fe11O17|K|FePO4|K|LiNbF6|K|Mn(PO3)3|K|MnH6(S2O9)2|K|Mo2O3|K|Na2FeO3|K|Nb3S4|K|NbSe2|K|Ni4P4O15|K|P(W3O10)4|K|Rb2CuF6,OK,,2561,640,85,12.288684606552124,2026-07-11T17:05:19.914777+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,framework_groupkfold,4,K|AgO|K|Ca9Mn(PO4)7|K|CoF6|K|Cr3O8|K|CrPCO7|K|Cs2CuF6|K|Cs2PdF6|K|CuPCO7|K|FePCO7|K|LiMnF6|K|MgMn2O4|K|MnF6|K|Mo15Se19|K|MoS|K|NaSbF6|K|NbS2|K|Ni4(PO4)3|K|NiPCO7|K|Rb2CrF6|K|RbSb,OK,,2561,640,85,9.912952423095703,2026-07-11T17:05:29.827730+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,0,polyanion_phosphate_like,OK,,2027,1174,85,5.949236631393433,2026-07-11T17:05:35.776966+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,1,transition_metal_oxide_like,OK,,2028,1173,85,5.777637720108032,2026-07-11T17:05:41.554604+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,2,halide_or_fluoride_like,OK,,2955,246,85,11.21601939201355,2026-07-11T17:05:52.770623+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,3,oxyfluoride_or_fluoropolyanion_like,OK,,2980,221,85,8.672791242599487,2026-07-11T17:06:01.443415+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,4,silicate_like,OK,,3070,131,85,11.56082797050476,2026-07-11T17:06:13.008243+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,5,sulfate_or_sulfur_oxoanion_like,OK,,3095,106,85,12.924079179763794,2026-07-11T17:06:25.932322+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,6,other_or_unclear,OK,,3138,63,85,11.831300973892212,2026-07-11T17:06:37.763623+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,7,sulfide_like,OK,,3146,55,85,12.684285879135132,2026-07-11T17:06:50.447909+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,8,oxide_like_other,OK,,3179,22,85,8.874443769454956,2026-07-11T17:06:59.322353+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_family_out,9,organic_or_carbon_like,OK,,3191,10,85,6.829977035522461,2026-07-11T17:07:06.167951+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,0,F-O-V,OK,,3048,153,85,11.490670442581177,2026-07-11T17:07:17.658621+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,1,Mn-O-P,OK,,3083,118,85,14.58104419708252,2026-07-11T17:07:32.239665+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,2,Fe-O-P,OK,,3099,102,85,8.759440183639526,2026-07-11T17:07:40.999106+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,3,Cr-O-P,OK,,3117,84,85,14.640910863876345,2026-07-11T17:07:55.640016+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,4,O-P-V,OK,,3119,82,85,8.068382024765015,2026-07-11T17:08:03.708398+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,5,Co-O-P,OK,,3125,76,85,8.890721082687378,2026-07-11T17:08:12.599119+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,6,Ni-O-P,OK,,3127,74,85,6.682647705078125,2026-07-11T17:08:19.297388+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,7,F-V,OK,,3135,66,85,11.376001834869385,2026-07-11T17:08:30.673390+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,8,Mo-O-P,OK,,3140,61,85,10.954720973968506,2026-07-11T17:08:41.628111+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,9,Mn-O,OK,,3151,50,85,14.66025996208191,2026-07-11T17:08:56.288371+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,10,O-V,OK,,3152,49,85,14.769139289855955,2026-07-11T17:09:11.057510+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,11,F-Mn,OK,,3158,43,85,14.43265986442566,2026-07-11T17:09:25.505810+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,12,Fe-O,OK,,3161,40,85,13.159505844116213,2026-07-11T17:09:38.665316+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,13,B-Mn-O,OK,,3162,39,85,12.92472004890442,2026-07-11T17:09:51.600418+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,14,Cu-O-P,OK,,3162,39,85,7.197126150131226,2026-07-11T17:09:58.797544+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,15,O-Ti,OK,,3167,34,85,12.67952561378479,2026-07-11T17:10:11.477070+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,16,Ni-O,OK,,3167,34,85,14.465680122375488,2026-07-11T17:10:25.942750+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,17,F-Fe-O,OK,,3170,31,85,6.419680595397949,2026-07-11T17:10:32.362431+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,18,Co-O,OK,,3170,31,85,7.734296560287476,2026-07-11T17:10:40.112355+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,19,Cr-O,OK,,3172,29,85,8.188285827636719,2026-07-11T17:10:48.304372+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,20,Fe-O-Si,OK,,3173,28,85,14.749238014221191,2026-07-11T17:11:03.069234+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,21,F-Mn-O,OK,,3173,28,85,13.083599090576172,2026-07-11T17:11:16.152833+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,22,O-P-Sb,OK,,3173,28,85,14.000426054000854,2026-07-11T17:11:30.168882+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,23,O-P-Sn,OK,,3173,28,85,9.26043939590454,2026-07-11T17:11:39.429322+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,24,Co-Mn-O,OK,,3174,27,85,14.843706130981444,2026-07-11T17:11:54.288652+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,25,Bi-O-P,OK,,3175,26,85,14.76701307296753,2026-07-11T17:12:09.071301+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,26,O-P-W,OK,,3176,25,85,11.806838274002075,2026-07-11T17:12:20.878139+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,27,Cr-Mn-O,OK,,3177,24,85,9.656121015548706,2026-07-11T17:12:30.534260+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,28,Co-Fe-O,OK,,3180,21,85,12.54906415939331,2026-07-11T17:12:43.083324+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,29,O-P-Ti,OK,,3181,20,85,9.886728286743164,2026-07-11T17:12:52.985064+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,30,Cr-O-V,OK,,3182,19,85,12.371724605560305,2026-07-11T17:13:05.356789+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,31,Cu-O,OK,,3182,19,85,14.886042833328249,2026-07-11T17:13:20.242831+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,32,O-Ti-V,OK,,3182,19,85,8.518821954727173,2026-07-11T17:13:28.773165+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,33,Co-Ni-O,OK,,3182,19,85,13.194194316864014,2026-07-11T17:13:41.967359+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,34,Fe-Mn-O,OK,,3182,19,85,8.341055870056152,2026-07-11T17:13:50.308415+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,35,Mn-O-V,OK,,3183,18,85,14.734865427017212,2026-07-11T17:14:05.043280+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,36,Mn-O-Si,OK,,3184,17,85,14.539718866348268,2026-07-11T17:14:19.582999+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,37,Mn-O-Ti,OK,,3184,17,85,14.879712104797363,2026-07-11T17:14:34.462711+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,38,Co-O-Si,OK,,3184,17,85,13.700249910354614,2026-07-11T17:14:48.178587+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,39,Cr-Fe-O,OK,,3184,17,85,9.290642976760864,2026-07-11T17:14:57.469229+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,40,Fe-Mn-O-P,OK,,3184,17,85,13.580172061920166,2026-07-11T17:15:11.049402+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,41,Mn-Ni-O,OK,,3185,16,85,13.099249839782717,2026-07-11T17:15:24.148651+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,42,O-Si-V,OK,,3185,16,85,8.995745420455933,2026-07-11T17:15:33.160030+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,43,C-Fe-O-P,OK,,3186,15,85,6.703453302383423,2026-07-11T17:15:39.863484+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,44,Fe-O-V,OK,,3186,15,85,12.357293367385864,2026-07-11T17:15:52.220777+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,45,Co-Cr-O,OK,,3186,15,85,14.097951889038086,2026-07-11T17:16:06.318729+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,46,Co-Fe-Mn-O-P,OK,,3186,15,85,14.806485176086426,2026-07-11T17:16:21.140838+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,47,C-Mn-O-P,OK,,3187,14,85,12.024420738220217,2026-07-11T17:16:33.165259+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,48,Mn-O-P-V,OK,,3188,13,85,12.17323637008667,2026-07-11T17:16:45.354115+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,49,Co-O-V,OK,,3188,13,85,14.695600986480711,2026-07-11T17:17:00.065357+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,50,C-Fe-O,OK,,3189,12,85,8.313329696655273,2026-07-11T17:17:08.394711+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,51,C-O-V,OK,,3189,12,85,13.37773585319519,2026-07-11T17:17:21.784955+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,52,Fe-Ni-O,OK,,3189,12,85,7.44860053062439,2026-07-11T17:17:29.233556+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,53,Fe-O-Ti,OK,,3190,11,85,12.326080799102783,2026-07-11T17:17:41.559636+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,54,O-W,OK,,3190,11,85,13.814993619918823,2026-07-11T17:17:55.384141+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,55,Nb-O-P,OK,,3190,11,85,10.9141263961792,2026-07-11T17:18:06.303777+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,56,F-Fe,OK,,3191,10,85,12.104632139205933,2026-07-11T17:18:18.424056+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,57,Mg-Mn-O,OK,,3191,10,85,6.9818949699401855,2026-07-11T17:18:25.405950+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,58,B-Fe-O,OK,,3192,9,85,6.403948783874512,2026-07-11T17:18:31.825520+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,59,Mn-Ni-O-P,OK,,3192,9,85,14.732088565826416,2026-07-11T17:18:46.557609+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,60,C-Co-O,OK,,3193,8,85,9.560040473937988,2026-07-11T17:18:56.133276+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,61,C-Cu-O,OK,,3193,8,85,8.30416226387024,2026-07-11T17:19:04.437439+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,62,Cr-Ni-O,OK,,3193,8,85,7.724099397659302,2026-07-11T17:19:12.161538+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,63,Mo-O,OK,,3193,8,85,9.572007894515991,2026-07-11T17:19:21.749169+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,64,Co-Mn-O-P,OK,,3193,8,85,13.635169744491575,2026-07-11T17:19:35.384339+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,65,Cr-F,OK,,3193,8,85,7.377727270126343,2026-07-11T17:19:42.777705+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,66,C-Fe-Na-O-P,OK,,3194,7,85,7.384448766708374,2026-07-11T17:19:50.177777+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,67,Cr-Mn-O-P,OK,,3194,7,85,14.714174509048462,2026-07-11T17:20:04.891951+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,68,Cr-O-Si,OK,,3194,7,85,12.85521364212036,2026-07-11T17:20:17.747165+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,69,H-Mn-O-S,OK,,3194,7,85,13.02763056755066,2026-07-11T17:20:30.774795+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,70,H-O-P-V,OK,,3194,7,85,6.628091096878052,2026-07-11T17:20:37.402886+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,71,Mn-O-S,OK,,3194,7,85,14.745852947235107,2026-07-11T17:20:52.161249+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,72,S-V,OK,,3194,7,85,14.901307344436646,2026-07-11T17:21:07.078175+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,73,Co-O-Ti,OK,,3194,7,85,12.679730653762816,2026-07-11T17:21:19.757906+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_chemical_system_out,74,Mo-Se,OK,,3194,7,85,6.523357152938843,2026-07-11T17:21:26.296888+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_working_ion_out,0,Li,OK,,543,2658,85,3.218344688415528,2026-07-11T17:21:29.530868+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_working_ion_out,1,Na,OK,,2807,394,85,13.109000444412231,2026-07-11T17:21:42.639868+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
P3,leave_working_ion_out,2,K,OK,,3052,149,85,8.054541110992432,2026-07-11T17:21:50.694410+00:00,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,inner_fit_subset_of_outer_train_only,False,True
