target,protocol,split_name,fold_id,heldout_group,model_name,n_train,n_fit,n_calibration,n_test,n_features,calibration_mode,fit_predict_seconds,rmse,mae,r2,spearman,mean_tree_pred_std,median_tree_pred_std,conformal_qhat,conformal_coverage,median_conformal_width,mean_knn_distance,median_knn_distance,pct_in_domain,pct_borderline,pct_out_of_domain,spearman_abs_error_vs_tree_std,spearman_abs_error_vs_knn_distance,spearman_abs_error_vs_domain_percentile,status,error
average_voltage,P1,leave_chemical_system_out,20,Fe-O-Si,ExtraTrees_uncertainty,3173,2538,635,28,73,split_conformal_holdout_from_training_fold,1.0890827178955078,0.952964823874872,0.8535661880290256,0.1379317936790994,0.6411416901024599,0.6159871639089707,0.5528972600535821,1.3482280637012525,0.8928571428571429,2.696456127402504,3.31928572248557,3.5230390952658,1.0,0.0,0.0,0.3017503344975187,-0.2575765741896345,-0.2575765741896345,OK,
average_voltage,P1,leave_chemical_system_out,21,F-Mn-O,ExtraTrees_uncertainty,3173,2538,635,28,73,split_conformal_holdout_from_training_fold,1.099848747253418,0.6704516323809641,0.5000586528132481,0.2159137106211472,0.4339369904435071,0.8532212507729857,0.8299913041779952,1.451263713987863,0.9642857142857144,2.902527427975726,4.026885158968509,3.996636271235937,0.75,0.25,0.0,0.7648036660375143,0.0871711705376091,0.0852640147549579,OK,
average_voltage,P1,leave_chemical_system_out,22,O-P-Sb,ExtraTrees_uncertainty,3173,2538,635,28,73,split_conformal_holdout_from_training_fold,1.068744659423828,0.8332479549332109,0.7057328794014394,-0.1940997827142643,0.7012399971928757,0.9781952757666184,0.9952399566558452,1.5363133607689483,1.0,3.0726267215378966,0.8143322009080534,0.8014711008803175,1.0,0.0,0.0,-0.5056521390750925,-0.6540688078821161,-0.6450116067945825,OK,
average_voltage,P1,leave_chemical_system_out,23,O-P-Sn,ExtraTrees_uncertainty,3173,2538,635,28,73,split_conformal_holdout_from_training_fold,1.065171718597412,1.081803885666062,0.950550715885336,-0.5434357134064187,-0.2188873945485524,0.8289768575203055,0.8321548073929218,1.3927504078102393,0.7857142857142857,2.7855008156204786,1.2823802027330156,0.8862175814594989,0.9642857142857144,0.0357142857142857,0.0,-0.4317022510390114,-0.2544945495255553,-0.2583948625343298,OK,
average_voltage,P1,leave_chemical_system_out,24,Co-Mn-O,ExtraTrees_uncertainty,3174,2539,635,27,73,split_conformal_holdout_from_training_fold,1.079376459121704,0.4877330469826164,0.4033863376806875,-0.0034167360432177,0.1226367511721588,0.5363298659274263,0.4921183712666324,1.5127888026635263,1.0,3.0255776053270527,2.1903230355517134,1.9074703415424608,1.0,0.0,0.0,-0.1938153680585123,-0.1771762108642998,-0.1771762108642998,OK,
average_voltage,P1,leave_chemical_system_out,25,Bi-O-P,ExtraTrees_uncertainty,3175,2540,635,26,73,split_conformal_holdout_from_training_fold,1.093959093093872,1.620842505186896,1.589202328816833,-17.165726428611055,0.6035444666599806,0.8680742016907147,0.8527621516754053,1.4995423420285097,0.4615384615384615,2.999084684057019,5.277904676284996,5.181825451257859,0.0,1.0,0.0,-0.2482714781741519,0.374854964229142,0.374854964229142,OK,
average_voltage,P1,leave_chemical_system_out,26,O-P-W,ExtraTrees_uncertainty,3176,2540,636,25,73,split_conformal_holdout_from_training_fold,1.0865037441253662,0.8426811173572635,0.6477275927135606,-0.0844702679412643,0.2144631556126232,1.0922236661603837,1.0604473560579042,1.4779719971347398,0.96,2.95594399426948,4.280353142455893,4.273154563659169,0.96,0.04,0.0,0.2319465650375653,0.2101894333087484,0.2101894333087484,OK,
average_voltage,P1,leave_chemical_system_out,27,Cr-Mn-O,ExtraTrees_uncertainty,3177,2541,636,24,73,split_conformal_holdout_from_training_fold,1.0934622287750244,0.5527596884362944,0.4108143284064975,0.159035090519392,0.6939333798139795,0.6492998440702664,0.6457961430125456,1.5484655924388138,1.0,3.0969311848776275,2.367230398951176,2.3007328865181886,1.0,0.0,0.0,0.3187633483833592,-0.1832124046263751,-0.1832124046263751,OK,
average_voltage,P1,leave_chemical_system_out,28,Co-Fe-O,ExtraTrees_uncertainty,3180,2544,636,21,73,split_conformal_holdout_from_training_fold,1.0952136516571045,0.5244563774075088,0.3602542739431895,-0.011357382438923,0.0386137562332609,0.5580529599678203,0.5643066138495713,1.504804622207928,0.9523809523809524,3.009609244415856,2.4874038552156565,2.4072932355486607,1.0,0.0,0.0,0.1079876233642042,-0.0346869335654716,-0.0347213054321037,OK,
average_voltage,P1,leave_chemical_system_out,29,O-P-Ti,ExtraTrees_uncertainty,3181,2544,637,20,73,split_conformal_holdout_from_training_fold,1.082705020904541,1.111035239441584,1.0117202748024956,-1.2984393567972394,0.5250150660755056,1.242953121271308,1.2631713251684962,1.4657544943266845,0.85,2.931508988653368,2.524276499973486,2.720711888667495,1.0,0.0,0.0,-0.0537894223540561,-0.2507647718196137,-0.2507647718196137,OK,
average_voltage,P1,leave_chemical_system_out,30,Cr-O-V,ExtraTrees_uncertainty,3182,2545,637,19,73,split_conformal_holdout_from_training_fold,1.0954244136810305,0.6818662158451645,0.508944272925338,-0.0400592189371118,0.16341891453193,0.6495814546974645,0.662251731799138,1.3261317157193078,0.9473684210526316,2.652263431438615,2.2848106730285105,2.012673161019305,1.0,0.0,0.0,-0.0250039869229182,-0.0875139542302139,-0.0929141947558104,OK,
