target,protocol,split_name,ad_flag,n_predictions,mae,median_absolute_error,rmse,median_tree_pred_std,median_knn_distance,conformal_coverage
max_delta_volume,P3,random_split,out_of_domain,110,0.11246847151462676,0.058708319368037554,0.20240572281632796,0.13632717352640955,13.254600747626334,0.7
stability_worst,P1,framework_groupkfold,borderline,246,0.053348884695796364,0.03394288279245495,0.08624715566374942,0.06757129457036465,5.933393101418997,0.9308943089430894
stability_worst,P1,framework_groupkfold,in_domain,2860,0.03955345184373465,0.023028106862518702,0.09327182347267426,0.0353089514062871,1.5775167773013847,0.9622377622377623
stability_worst,P1,framework_groupkfold,out_of_domain,95,0.16905697711044346,0.0938682290869595,0.2902258701618097,0.1449803057515402,10.297721396931776,0.7052631578947368
stability_worst,P1,leave_chemical_system_out,borderline,188,0.053679324370084505,0.0322616761205439,0.09101810266528935,0.06502989436298465,5.063447595406238,0.9414893617021277
stability_worst,P1,leave_chemical_system_out,in_domain,1833,0.039185980120752036,0.0270013737849192,0.08815424805413773,0.044071751395495,2.763817121397968,0.9765411893071467
stability_worst,P1,leave_chemical_system_out,out_of_domain,17,0.11802047139210037,0.0700321902601875,0.18312238901178968,0.0955636716307665,7.980315167678286,0.7647058823529411
stability_worst,P1,leave_family_out,borderline,697,0.04981578223953388,0.0333908451700319,0.09317218993583645,0.0814394360701285,5.688072596096445,0.9469153515064562
stability_worst,P1,leave_family_out,in_domain,864,0.04376655623578621,0.0215174037024866,0.13462233824019895,0.0665669731950393,4.189284152817031,0.9548611111111112
stability_worst,P1,leave_family_out,out_of_domain,1640,0.05791453373341206,0.0432093476059353,0.09691916412599287,0.06262693343830886,11.985237364653601,0.9335365853658537
stability_worst,P1,leave_working_ion_out,borderline,645,0.052489551648493324,0.0346819956952985,0.10882058009555194,0.1126807852977604,6.554876150845601,0.9829457364341085
stability_worst,P1,leave_working_ion_out,in_domain,2204,0.043436793788190285,0.02760326003400665,0.09285900995939074,0.0577601792663157,4.958978472727351,0.9872958257713249
stability_worst,P1,leave_working_ion_out,out_of_domain,352,0.07474204377909983,0.03473128732191025,0.15433973809974252,0.0843392290035744,9.50555504629935,0.9005681818181818
stability_worst,P1,random_split,borderline,169,0.056073493843057605,0.0377338660219169,0.08978632789274785,0.0811259279030499,6.03189395260979,0.8994082840236687
stability_worst,P1,random_split,in_domain,2925,0.03799686895681535,0.0198952128416406,0.10147315615475946,0.0271659870753063,1.145586974649216,0.9572649572649573
stability_worst,P1,random_split,out_of_domain,111,0.15329274699986378,0.0858621122970299,0.27410948988592754,0.1583769326892892,9.978418782521166,0.6486486486486487
stability_worst,P2,framework_groupkfold,borderline,239,0.05350328947349546,0.0393088789953961,0.0778910655148641,0.0978689093748124,8.052604165234378,0.9121338912133892
stability_worst,P2,framework_groupkfold,in_domain,2874,0.035607831602459686,0.02193967926946995,0.08668954453889534,0.04645584981380925,3.1088250557058323,0.9672929714683368
stability_worst,P2,framework_groupkfold,out_of_domain,88,0.15654747120301193,0.06779177834442271,0.27825646099738605,0.1671019186153476,14.157764293621398,0.6704545454545454
stability_worst,P2,leave_chemical_system_out,borderline,118,0.06639456670112569,0.045416794246371406,0.1037341965859754,0.099829072118053,7.368586146224512,0.847457627118644
stability_worst,P2,leave_chemical_system_out,in_domain,1909,0.03710236502903059,0.0250584958817394,0.08551119300962018,0.0491981055229517,3.743320423900084,0.9701414353064431
stability_worst,P2,leave_chemical_system_out,out_of_domain,11,0.10301124690674025,0.049701009823882,0.17971547178905467,0.1265624244720939,10.56181199146504,0.8181818181818182
stability_worst,P2,leave_family_out,borderline,596,0.05356375422997145,0.038556113488824095,0.1008062859887452,0.07861530376456369,8.259906850354145,0.8741610738255033
stability_worst,P2,leave_family_out,in_domain,1125,0.04025842589181497,0.0214154333331517,0.12037006781314677,0.0660206931528673,5.512792265150033,0.9448888888888889
stability_worst,P2,leave_family_out,out_of_domain,1480,0.06001263078160021,0.0437233564098059,0.1007708300568845,0.08101483885040825,14.715401822278144,0.879054054054054
stability_worst,P2,leave_working_ion_out,borderline,406,0.04476532649291439,0.02909043891588995,0.06971500192891664,0.0900260138909014,9.207951536330471,0.958128078817734
stability_worst,P2,leave_working_ion_out,in_domain,2631,0.039816073446134435,0.025934704768406,0.09398938846225856,0.0752603538262797,6.042828679046418,0.9775750665146332
stability_worst,P2,leave_working_ion_out,out_of_domain,164,0.1040849978052007,0.05713283976427795,0.19952129841264618,0.1197364545860676,13.070807177302882,0.7865853658536586
stability_worst,P2,random_split,borderline,180,0.048842371394968616,0.0337372022205739,0.07485734564012157,0.1051989884023774,8.053923664777624,0.9222222222222223
stability_worst,P2,random_split,in_domain,2916,0.035436870534526696,0.019465971305324098,0.09837423990611308,0.04384260626222,2.8490309330140864,0.9626200274348422
stability_worst,P2,random_split,out_of_domain,109,0.1489059516407052,0.0768044525606043,0.2679306902028011,0.1927390956117071,13.857549337298792,0.6880733944954128
stability_worst,P3,framework_groupkfold,borderline,224,0.055341469766484304,0.0402046604935676,0.07689881476155472,0.1098032894551004,9.02575411019541,0.8660714285714286
stability_worst,P3,framework_groupkfold,in_domain,2879,0.03272422363020493,0.0204708313035351,0.07783780651634518,0.0476897209232793,4.197050906278301,0.9690864883640152
stability_worst,P3,framework_groupkfold,out_of_domain,98,0.1445904488509611,0.07514050101982025,0.25197475337752806,0.17988666966284966,14.235759524986658,0.6938775510204082
stability_worst,P3,leave_chemical_system_out,borderline,120,0.07198742418087384,0.041625144236341546,0.15646680183416445,0.1151959708463934,8.471727437821466,0.8583333333333333
stability_worst,P3,leave_chemical_system_out,in_domain,1904,0.03458532745394823,0.0230741053826505,0.07409322393982042,0.04881092278896269,4.645156324349115,0.9679621848739496
stability_worst,P3,leave_chemical_system_out,out_of_domain,14,0.10250138813911222,0.0516367597794596,0.14894823173933752,0.15095643157248995,11.538627234751235,0.7142857142857143
stability_worst,P3,leave_family_out,borderline,555,0.06256960330073703,0.0420939458609695,0.12243121343981132,0.110908195818513,9.194327138695794,0.8018018018018018
stability_worst,P3,leave_family_out,in_domain,1140,0.03935915445100972,0.02331078421489695,0.1073781163989875,0.10314972621116944,6.349569067859898,0.9210526315789473
stability_worst,P3,leave_family_out,out_of_domain,1506,0.05670768942559156,0.0414980570107617,0.09292467926234266,0.06721728004091129,15.675515418403432,0.8851261620185923
stability_worst,P3,leave_working_ion_out,borderline,425,0.05637650090452592,0.0353917793677668,0.11429341319487787,0.0893297749833483,9.839644430261089,0.9388235294117647
stability_worst,P3,leave_working_ion_out,in_domain,2599,0.03654138800443939,0.0241315318713904,0.08364046972838951,0.0705323000202183,6.7865017701833,0.9830704116968064
stability_worst,P3,leave_working_ion_out,out_of_domain,177,0.0956655461858198,0.0560668617825106,0.1734303885665224,0.1226846727424531,13.510711593852228,0.7740112994350282
stability_worst,P3,random_split,borderline,188,0.052181015521332724,0.034263107809946,0.0775103977031792,0.11090456326783245,8.92407454155762,0.8776595744680851
stability_worst,P3,random_split,in_domain,2910,0.031999428904155816,0.01817131473119955,0.08814250205305227,0.04395570417756915,3.951049614944576,0.9618556701030928
stability_worst,P3,random_split,out_of_domain,107,0.1395742964563399,0.0722340876377982,0.2458707245481811,0.231633708512191,14.63474234405111,0.6448598130841121
