target,protocol,split_name,n_predictions,n_unique_records,mae_from_predictions,rmse_from_predictions,mean_tree_pred_std,median_tree_pred_std,conformal_coverage,median_conformal_width,mean_knn_distance,median_knn_distance,median_domain_distance_percentile,pct_in_domain,pct_borderline,pct_out_of_domain,spearman_abs_error_vs_tree_std,spearman_abs_error_vs_knn_distance,spearman_abs_error_vs_domain_percentile
average_voltage,P3,leave_working_ion_out,3201,3201,0.5788387237834698,0.7367431483402443,0.8928584327830601,0.8798493862152774,0.9262730396751016,2.667306913602209,7.880938630737813,7.253942066197817,75.81291759465479,0.8316151202749141,0.11996251171508904,0.04842236800999688,0.2193923768942443,0.04939362011324928,0.020636270896566184
average_voltage,P3,random_split,3205,2131,0.3881376628400895,0.5376410796572397,0.71902546169064,0.6959902873943575,0.9572542901716069,2.317775142173222,5.094574661083815,4.382116713550984,50.048828125,0.9054602184087364,0.06053042121684867,0.034009360374414974,0.4935193398679894,0.3053132688927736,0.30483506927364695
capacity_grav,P1,framework_groupkfold,3201,3201,43.433966167371885,61.33792547349063,48.40630779948606,46.57072719007172,0.9612621055920025,264.5706275321483,2.571547383371568,1.7740027567004657,60.64453125,0.8934707903780069,0.07685098406747891,0.029678225554514215,0.3692129808061912,-0.08996743640072728,-0.08887130126278807
capacity_grav,P1,leave_chemical_system_out,2038,2038,48.91367133122189,64.95113429463453,56.965091967014956,57.11976921755061,0.9474975466143277,245.8980907044594,3.0524467678653213,2.9077004972085128,77.71278741427996,0.8994111874386653,0.09224730127576054,0.008341511285574092,0.3367009364525973,0.15085772037836576,0.15450519867062354
capacity_grav,P1,leave_family_out,3201,3201,52.54002116272284,72.06975540871895,59.963316657042746,58.00186438120357,0.9072164948453608,251.2909735411788,9.292899850339733,8.151447541976399,97.34895191122072,0.26991565135895035,0.21774445485785693,0.5123398937831928,0.24484285685721294,-0.10565620688817329,-0.10304555780659319
capacity_grav,P1,leave_working_ion_out,3201,3201,48.648515444085646,67.66533246699328,47.51437483131732,47.21029985505013,0.9468915963761324,251.16911209777447,5.957609325353178,5.4880350823828685,87.43875278396438,0.6885348328647297,0.2014995313964386,0.10996563573883161,0.34971264631673044,0.014641257725586899,-0.05441536159827664
capacity_grav,P1,random_split,3205,2131,40.33570673701256,58.68487916328683,38.58985326346791,36.861452385954166,0.9572542901716069,260.0671347405104,2.1007314515246778,1.3435574006389168,50.634765625,0.9126365054602185,0.05273010920436817,0.034633385335413415,0.4644040345358216,-0.0019531028510806918,-0.0019813795746123387
capacity_grav,P2,framework_groupkfold,3201,3201,27.94742623485916,42.51687080886259,49.98182140198315,46.51617800381482,0.9537644486098095,158.90854354343367,4.070962692012752,3.3209862969741133,56.93359375,0.8978444236176195,0.0746641674476726,0.027491408934707903,0.5035025385982406,0.15351706213219035,0.15386218041529187
capacity_grav,P2,leave_chemical_system_out,2038,2038,30.727894573978713,43.99668947244482,54.26717845382118,50.901411990717044,0.9347399411187438,150.62394743549453,4.015665204555843,3.8264758536281485,68.54271135743821,0.936702649656526,0.05789990186457311,0.005397448478900883,0.45667348935209096,0.2949864788755009,0.29610857118043377
capacity_grav,P2,leave_family_out,3201,3201,39.06491500378508,55.04697066085675,59.604971583676544,55.532048818851614,0.8716026241799437,150.68765162458038,10.95804117317292,9.580601251485408,95.88045234248789,0.3514526710402999,0.18619181505779445,0.46235551390190566,0.3586024231998743,-0.06756511757172581,-0.06080206685416263
capacity_grav,P2,leave_working_ion_out,3201,3201,41.129267155071574,58.383812835883035,53.26633558867651,51.02382702784812,0.9065916900968447,184.9213663207962,6.8512683855077645,6.272153405596088,79.72350230414746,0.8219306466729147,0.12683536394876602,0.05123398937831927,0.4039508729160089,0.06437769924905776,0.01074770263635441
capacity_grav,P2,random_split,3205,2131,25.17288290864105,37.0922006931114,47.7480718474074,44.341339764175366,0.9516380655226209,162.07754579271534,3.7733364159028913,3.0218584188500737,49.365234375,0.9098283931357254,0.056162246489859596,0.034009360374414974,0.5939319119123925,0.2810302412142284,0.281948426973002
capacity_grav,P3,framework_groupkfold,3201,3201,25.679578245138305,39.2072053003813,49.381262294945934,45.83000053783749,0.944392377382068,140.8888727440518,5.512871242621925,4.720057993960262,54.6875,0.8956576069978132,0.07560137457044673,0.02874101843174008,0.46848965098839934,0.1888783541302384,0.18884929106488216
capacity_grav,P3,leave_chemical_system_out,2038,2038,27.83419436799269,39.97711197002552,52.46613141680702,49.835932999057505,0.9278704612365064,130.62516309580673,5.289450695027218,4.98471446689251,61.31445750140597,0.9342492639842983,0.05740922473012758,0.008341511285574092,0.3895584042167854,0.32311484100851373,0.3221617303913774
capacity_grav,P3,leave_family_out,3201,3201,33.999613881053925,48.4376900212426,58.80201514827822,54.31180959092446,0.880037488284911,123.1932283598132,12.22644815794801,10.996841745783428,95.43773119605426,0.37800687285223367,0.15932521087160262,0.4626679162761637,0.2476983951425626,-0.021263383812366567,-0.021283309608373668
capacity_grav,P3,leave_working_ion_out,3201,3201,38.038028599555204,55.12371100136973,51.425697214524504,48.78899566850541,0.9328334895345205,196.217489122834,8.016494353993277,7.381882356840409,75.11520737327189,0.8253670727897532,0.12621055920024993,0.04842236800999688,0.3783514469635016,0.133772258303298,0.09367611485567873
capacity_grav,P3,random_split,3205,2131,22.924318412738998,34.08764919939463,47.18013346598047,43.20261135348393,0.953198127925117,140.69033757100982,5.234442244344428,4.522371026143569,50.1953125,0.9067082683307333,0.05834633385335414,0.03494539781591264,0.5456700516333158,0.2928185290336467,0.29291751174516006
energy_grav,P1,framework_groupkfold,3201,3201,153.7876093488854,209.39330496813452,176.10604655986938,169.03578223182106,0.9553264604810997,864.6248970904667,2.571547383371568,1.7740027567004657,60.64453125,0.8934707903780069,0.07685098406747891,0.029678225554514215,0.34717996984746163,-0.14004638778652373,-0.13887131942361305
energy_grav,P1,leave_chemical_system_out,2038,2038,175.59523211507477,235.13317166740902,219.33684200908675,210.28299153783541,0.9445534838076546,877.1141959112297,3.0524467678653213,2.9077004972085128,77.71278741427996,0.8994111874386653,0.09224730127576054,0.008341511285574092,0.24697566626859818,0.1136066661358244,0.1137180273307404
energy_grav,P1,leave_family_out,3201,3201,195.37845446861934,267.4951122582271,207.5382542485249,202.0708793922836,0.9056544829740706,850.3939981050194,9.292899850339733,8.151447541976399,97.34895191122072,0.26991565135895035,0.21774445485785693,0.5123398937831928,0.2524546867717757,-0.14631773742392853,-0.1458664075494771
energy_grav,P1,leave_working_ion_out,3201,3201,171.91670185355989,232.77367985003707,179.1995078021403,175.04594830785038,0.9228366135582631,814.3006676710149,5.957609325353178,5.4880350823828685,87.43875278396438,0.6885348328647297,0.2014995313964386,0.10996563573883161,0.3365662634609804,-0.011102294515659339,-0.08909823523518821
energy_grav,P1,random_split,3205,2131,143.4520091606658,205.19911899723303,136.19435205024172,132.40731257355603,0.9622464898595944,952.1098125217512,2.1007314515246778,1.3435574006389168,50.634765625,0.9126365054602185,0.05273010920436817,0.034633385335413415,0.36853575097630153,-0.0405669373912213,-0.04142932520658734
energy_grav,P2,framework_groupkfold,3201,3201,109.58934999677565,153.04542427626365,185.86339020872123,176.6358169638513,0.9406435488909716,598.7316280736736,4.070962692012752,3.3209862969741133,56.93359375,0.8978444236176195,0.0746641674476726,0.027491408934707903,0.44308534065405975,0.07898927521274021,0.07821097812894975
energy_grav,P2,leave_chemical_system_out,2038,2038,126.15954151333463,174.6350389912366,210.37156765037818,196.00054292281266,0.9259077526987243,572.714286995245,4.015665204555843,3.8264758536281485,68.54271135743821,0.936702649656526,0.05789990186457311,0.005397448478900883,0.3954751825010313,0.2516501638240153,0.2517888472410308
energy_grav,P2,leave_family_out,3201,3201,154.77380160299523,213.9334696266954,221.1430787407805,209.05702649650303,0.8603561387066542,571.800104313016,10.95804117317292,9.580601251485408,95.88045234248789,0.3514526710402999,0.18619181505779445,0.46235551390190566,0.3567037157769333,-0.1344157551313714,-0.12637349872238093
energy_grav,P2,leave_working_ion_out,3201,3201,154.43610096184034,209.05150235890673,207.4184447018443,199.2255551905096,0.9075288972196188,717.1476895144706,6.8512683855077645,6.272153405596088,79.72350230414746,0.8219306466729147,0.12683536394876602,0.05123398937831927,0.40716677117662414,0.04547374474078424,-0.007780073032891087
energy_grav,P2,random_split,3205,2131,99.0177937582676,142.07786748927597,175.28942707678297,166.61768575540492,0.9550702028081123,573.3320535979921,3.7733364159028913,3.0218584188500737,49.365234375,0.9098283931357254,0.056162246489859596,0.034009360374414974,0.5161371404894383,0.20709588935051443,0.20769567456525592
energy_grav,P3,framework_groupkfold,3201,3201,104.40657566496121,143.93518324737923,188.5896356738268,177.20714659571968,0.9434551702592939,558.1902211718209,5.358404710250557,4.584634834319821,54.638671875,0.8972196188691034,0.07435176507341455,0.028428616057482037,0.417524013371446,0.11597165467985976,0.116056805046397
energy_grav,P3,leave_chemical_system_out,2038,2038,118.14840978322549,162.34366042103787,206.31665169604256,193.97600458595696,0.9268891069676153,530.0819584440424,5.142438259496134,4.8388036781324715,61.36363043117427,0.9362119725220804,0.05593719332679097,0.007850834151128557,0.3846992566745086,0.26650710593634486,0.265272064508121
energy_grav,P3,leave_family_out,3201,3201,145.24708009563147,195.6675625304185,221.86055857232898,208.7966171041896,0.8441112152452359,505.3825785661911,11.910774629546202,10.8101822851875,95.62268803945746,0.3783192752264917,0.15370196813495782,0.46797875663855043,0.33857697011064425,-0.10707846716877396,-0.10658285597282693
energy_grav,P3,leave_working_ion_out,3201,3201,155.4568244695216,208.68594465893523,204.60746363095285,192.30512876239032,0.9169009684473602,735.3620921164556,7.880938630737813,7.253942066197817,75.81291759465479,0.8316151202749141,0.11996251171508904,0.04842236800999688,0.3851784981504648,0.10023180619598693,0.058607978132032744
energy_grav,P3,random_split,3205,2131,92.52679590247028,131.819666715534,177.85628607864876,169.10607150620407,0.9563182527301092,533.1628080510499,5.094574661083815,4.382116713550984,50.048828125,0.9054602184087364,0.06053042121684867,0.034009360374414974,0.48308958053121914,0.22864928169992285,0.22885395697507838
max_delta_volume,P1,framework_groupkfold,3201,3201,0.0379354072190499,0.07861382924106547,0.04204978583042463,0.0313611980622309,0.9512652296157451,0.2290410697134705,2.571547383371568,1.7740027567004657,60.64453125,0.8934707903780069,0.07685098406747891,0.029678225554514215,0.39186670364416215,0.15786963761524883,0.15772104836620293
max_delta_volume,P1,leave_chemical_system_out,2038,2038,0.034905092839216514,0.05328045996339613,0.04291604175199929,0.0365229884298738,0.9636898920510304,0.2380659623448858,3.0524467678653213,2.9077004972085128,77.71278741427996,0.8994111874386653,0.09224730127576054,0.008341511285574092,0.3282436064998234,0.16131314105931335,0.16083558320486696
max_delta_volume,P1,leave_family_out,3201,3201,0.042023712907480235,0.08144197767535814,0.0520524533774805,0.0429203117119833,0.9487660106216808,0.234058391399796,9.292899850339733,8.151447541976399,97.34895191122072,0.26991565135895035,0.21774445485785693,0.5123398937831928,0.3036838209193705,0.005090468997209075,0.01301369248848853
max_delta_volume,P1,leave_working_ion_out,3201,3201,0.0573345518556094,0.09119082599787144,0.06497478705408265,0.0607969181485051,0.9731333958138082,0.4135654507667365,5.957609325353178,5.4880350823828685,87.43875278396438,0.6885348328647297,0.2014995313964386,0.10996563573883161,0.3921470594688634,0.08795094958030746,0.07398329716382482
max_delta_volume,P1,random_split,3205,2131,0.03777437965894579,0.06957355366719718,0.03842148725750115,0.0276926031755984,0.953198127925117,0.2368721094283786,2.1007314515246778,1.3435574006389168,50.634765625,0.9126365054602185,0.05273010920436817,0.034633385335413415,0.4140657937211096,0.1361328718276835,0.1329839682563318
max_delta_volume,P2,framework_groupkfold,3201,3201,0.03644716451095933,0.07612173951815511,0.048630764901347844,0.0375182281585136,0.9547016557325836,0.2317251216679342,3.1211542787197133,2.5011893636977893,58.642578125,0.8940955951265229,0.07778819119025304,0.028116213683223992,0.4303354488298951,0.20820479186041801,0.20832829691392585
max_delta_volume,P2,leave_chemical_system_out,2038,2038,0.03410290584321243,0.05173099972648121,0.04863824148087866,0.0424145627584202,0.964180569185476,0.2240393545322008,3.3959465267764677,3.2668893095217006,75.16185131296334,0.9018645731108931,0.08930323846908735,0.008832188420019628,0.3446758406893464,0.1759433530111791,0.1761487432792963
max_delta_volume,P2,leave_family_out,3201,3201,0.041406729970432876,0.08019190011648883,0.056398894282756934,0.0454201136506832,0.9481412058731646,0.2251454748887872,9.641283709289867,8.506022028235794,97.37732656514385,0.2911590128084973,0.1958762886597938,0.5129646985317089,0.3545379727496638,-0.012421549454488675,-0.008484684491234103
max_delta_volume,P2,leave_working_ion_out,3201,3201,0.05541154555033258,0.0886293107910299,0.06958591543848863,0.0626520377871352,0.9753202124336144,0.4253765091880107,6.232480425863197,5.786734425511468,85.38975501113586,0.7125898156825992,0.1802561699468916,0.10715401437050921,0.45764237850156503,0.08571156706747533,0.08101341866590388
max_delta_volume,P2,random_split,3205,2131,0.03576703490338875,0.0674585929201992,0.04770871207657875,0.0354972072404508,0.9553822152886116,0.2390689965036468,2.7559350624685965,2.148212522582267,49.755859375,0.9129485179407176,0.05366614664586584,0.03338533541341654,0.5044341422942046,0.24966756519805017,0.24896789077617382
max_delta_volume,P3,framework_groupkfold,3201,3201,0.034942771420654765,0.07112589342110681,0.052223012138092724,0.0411169903998633,0.9537644486098095,0.2231180804984671,4.77749881732725,4.101124631598066,55.419921875,0.8959700093720713,0.07372696032489846,0.030303030303030304,0.4550363087269144,0.27330651253580385,0.27367182161035336
max_delta_volume,P3,leave_chemical_system_out,2038,2038,0.032906248950219256,0.050366734620913484,0.05002343793898576,0.0432921385762394,0.957801766437684,0.2023300354980825,4.723993582781508,4.439308242679056,63.40545083878449,0.9288518155053974,0.06231599607458292,0.008832188420019628,0.36475413868522566,0.19166488210017776,0.19076562939012837
max_delta_volume,P3,leave_family_out,3201,3201,0.039912807019075805,0.07645903325661194,0.0583588334873781,0.0501485590670461,0.9450171821305842,0.2042848885330076,11.035195118604452,10.136244770935615,96.54747225647348,0.3620743517650734,0.1543267728834739,0.4835988753514527,0.3427269734473592,-0.002280324884810161,-0.0012281100384676225
max_delta_volume,P3,leave_working_ion_out,3201,3201,0.05506243110045964,0.08605155814681023,0.07586828223977846,0.0676582474869679,0.9593876913464542,0.3514326938091694,7.466920366929283,6.949761795043912,80.4147465437788,0.7706966572945955,0.16213683223992503,0.06716651046547954,0.4812864872704325,0.14069368034973453,0.12561277935555498
max_delta_volume,P3,random_split,3205,2131,0.03331366415188938,0.06285935927972436,0.05205987652553491,0.0403327910883285,0.953198127925117,0.2066316886839934,4.484317263459432,3.8598858306372223,49.4140625,0.9051482059282371,0.06053042121684867,0.0343213728549142,0.5213240254395867,0.3062121601688561,0.306245302644755
stability_worst,P1,framework_groupkfold,3201,3201,0.04445707926702253,0.10413624661124535,0.05736248862207775,0.0379485127581257,0.9522024367385192,0.299402409523657,2.571547383371568,1.7740027567004657,60.64453125,0.8934707903780069,0.07685098406747891,0.029678225554514215,0.3398533439831964,0.08244246759616697,0.08363480508952852
stability_worst,P1,leave_chemical_system_out,2038,2038,0.04118055081284596,0.08962926446607915,0.053469887006710376,0.0458325796264644,0.971540726202159,0.2734399513950016,3.0524467678653213,2.9077004972085128,77.71278741427996,0.8994111874386653,0.09224730127576054,0.008341511285574092,0.22298566668706782,0.156742730208895,0.15687570005388046
stability_worst,P1,leave_family_out,3201,3201,0.05233231494266485,0.107678016019639,0.08180298156298367,0.0683424686546085,0.9422055607622618,0.2739071770168566,9.292899850339733,8.151447541976399,97.34895191122072,0.26991565135895035,0.21774445485785693,0.5123398937831928,0.2678340946022877,0.24654080713406892,0.24492839087426221
stability_worst,P1,leave_working_ion_out,3201,3201,0.0487034219721002,0.10460736454523868,0.0817098431580866,0.0697513668133796,0.9768822243049047,0.4558182621531098,5.957609325353178,5.4880350823828685,87.43875278396438,0.6885348328647297,0.2014995313964386,0.10996563573883161,0.3128017688463215,0.09823064350527587,0.10311058018522744
stability_worst,P1,random_split,3205,2131,0.04294313793296303,0.11146541875091381,0.048957640076547335,0.0290351284301484,0.9435257410296412,0.2411059449287113,2.1007314515246778,1.3435574006389168,50.634765625,0.9126365054602185,0.05273010920436817,0.034633385335413415,0.34940924923823363,0.08778773453091827,0.08698240427787371
stability_worst,P2,framework_groupkfold,3201,3201,0.04026878215417046,0.09658637000435093,0.07268950517093278,0.0496154795117216,0.9550140581068416,0.2328271694459368,4.070962692012752,3.3209862969741133,56.93359375,0.8978444236176195,0.0746641674476726,0.027491408934707903,0.3761980187978142,0.18720273512088592,0.18862416025637768
stability_worst,P2,leave_chemical_system_out,2038,2038,0.03915412042547908,0.08744539286000917,0.06573407843116381,0.05070772415467385,0.9622178606476938,0.2297633030989372,4.015665204555843,3.8264758536281485,68.54271135743821,0.936702649656526,0.05789990186457311,0.005397448478900883,0.2539491377210776,0.1677294286203644,0.16656535487943425
stability_worst,P2,leave_family_out,3201,3201,0.051869234678576424,0.10807106292464218,0.09462289668883286,0.0735168938990252,0.901280849734458,0.2270616114721394,10.95804117317292,9.580601251485408,95.88045234248789,0.3514526710402999,0.18619181505779445,0.46235551390190566,0.3085355019861521,0.2703750912355891,0.2780291864546937
stability_worst,P2,leave_working_ion_out,3201,3201,0.043736567145565716,0.09958385134051699,0.0876506374339239,0.0779225719828275,0.9653233364573571,0.2968727635780229,6.8512683855077645,6.272153405596088,79.72350230414746,0.8219306466729147,0.12683536394876602,0.05123398937831927,0.31430162728776395,0.14292057353875673,0.16162716901410798
stability_worst,P2,random_split,3205,2131,0.04004876444886461,0.10752205904239959,0.06939942414231265,0.0463548482555768,0.9510140405616224,0.2364899107837643,3.7733364159028913,3.0218584188500737,49.365234375,0.9098283931357254,0.056162246489859596,0.034009360374414974,0.40824731553966837,0.2324848902750716,0.23191906335510165
stability_worst,P3,framework_groupkfold,3201,3201,0.03773176914915547,0.08835654467949589,0.07229625217987709,0.0511868530957927,0.9534520462355514,0.2299664996209585,5.111990421505807,4.429624722196016,55.859375,0.8994064354889098,0.06997813183380194,0.03061543267728835,0.32552135256081166,0.24307119108137076,0.2432153704926254
stability_worst,P3,leave_chemical_system_out,2038,2038,0.03725415790381249,0.08199251855884168,0.06795415416845309,0.051306137832871954,0.9597644749754661,0.2161883822312352,4.973770984536204,4.761414121563145,64.52564430221274,0.9342492639842983,0.058881256133464184,0.0068694798822374874,0.23577437841555088,0.18085040244359815,0.17850545761216666
stability_worst,P3,leave_family_out,3201,3201,0.05154556269322119,0.10376795416953537,0.11053768944511723,0.0877258351366201,0.8834739144017495,0.2243738349525864,11.886459397385975,10.628470785054857,96.08239095315024,0.3561387066541706,0.1733833177132146,0.4704779756326148,0.3500098195276265,0.23927357850090178,0.24160792855180083
stability_worst,P3,leave_working_ion_out,3201,3201,0.04244419930735757,0.09527659056690066,0.08503104953611713,0.0738096698907711,0.9656357388316151,0.3133423236072672,7.651123831764439,7.059237289586832,77.18894009216591,0.8119337706966573,0.13277100905966885,0.05529522024367385,0.3474521525323618,0.1731560281560201,0.19804930287261346
stability_worst,P3,random_split,3205,2131,0.03677467043679636,0.09708058181265186,0.06997900848675781,0.0468061017288099,0.9463338533541341,0.2131834513681262,4.80593631772677,4.129752111851052,48.876953125,0.9079563182527302,0.058658346333853355,0.03338533541341654,0.41718749902610247,0.31643486726803216,0.31592381362732996
