target,model_name,protocol,hard_split,random_mae,hard_split_mae,mae_delta_hard_minus_random,mae_ratio_hard_over_random
max_delta_volume,Ridge,P4,framework_groupkfold,6.92876913984434e-05,6.75744405986151e-05,-1.713250799828295e-06,0.9752733744587313
max_delta_volume,Ridge,P4,leave_family_out,6.92876913984434e-05,0.0001717545607201354,0.000102466869321692,2.4788610683021544
max_delta_volume,Ridge,P4,leave_chemical_system_out,6.92876913984434e-05,4.7041779504925586e-05,-2.224591189351781e-05,0.6789341448022674
max_delta_volume,Ridge,P4,leave_working_ion_out,6.92876913984434e-05,0.002098554376081,0.0020292666846825564,30.287549400558404
max_delta_volume,ExtraTrees,P0,framework_groupkfold,0.01302237079207176,0.014619283032187161,0.0015969122401154005,1.1226283804702926
max_delta_volume,ExtraTrees,P0,leave_family_out,0.01302237079207176,0.03384572403541686,0.020823353243345097,2.599044718955684
max_delta_volume,ExtraTrees,P0,leave_chemical_system_out,0.01302237079207176,0.012728759947999798,-0.00029361084407196307,0.9774533494123268
max_delta_volume,ExtraTrees,P0,leave_working_ion_out,0.01302237079207176,0.03958977788672023,0.02656740709464847,3.0401359720783834
max_delta_volume,ExtraTrees,P1,framework_groupkfold,0.040061897595936605,0.03819681336462294,-0.0018650842313136656,0.9534449353816221
max_delta_volume,ExtraTrees,P1,leave_family_out,0.040061897595936605,0.1014625392731143,0.061400641677177695,2.532644366886042
max_delta_volume,ExtraTrees,P1,leave_chemical_system_out,0.040061897595936605,0.034390208527254565,-0.00567168906868204,0.8584268492250026
max_delta_volume,ExtraTrees,P1,leave_working_ion_out,0.040061897595936605,0.06768206909222263,0.027620171496286025,1.6894374244291284
max_delta_volume,ExtraTrees,P2,framework_groupkfold,0.036191878325450344,0.03625023597261036,5.8357647160015014e-05,1.00161245146315
max_delta_volume,ExtraTrees,P2,leave_family_out,0.036191878325450344,0.09555575254784368,0.05936387422239334,2.64025402850253
max_delta_volume,ExtraTrees,P2,leave_chemical_system_out,0.036191878325450344,0.032510624703431905,-0.003681253622018439,0.8982850906793152
max_delta_volume,ExtraTrees,P2,leave_working_ion_out,0.036191878325450344,0.06524322056528527,0.029051342239834924,1.8027033573277087
max_delta_volume,ExtraTrees,P3,framework_groupkfold,0.03183745071822784,0.033822125489738404,0.0019846747715105625,1.0623377414566135
max_delta_volume,ExtraTrees,P3,leave_family_out,0.03183745071822784,0.08054981759379602,0.04871236687556818,2.5300335226802244
max_delta_volume,ExtraTrees,P3,leave_chemical_system_out,0.03183745071822784,0.031488947363624044,-0.0003485033546037977,0.9890536664606671
max_delta_volume,ExtraTrees,P3,leave_working_ion_out,0.03183745071822784,0.06301396289100666,0.031176512172778822,1.979240217714083
max_delta_volume,ExtraTrees,P4,framework_groupkfold,0.00111971306919004,0.0016140391922735801,0.0004943261230835401,1.4414757107739375
max_delta_volume,ExtraTrees,P4,leave_family_out,0.00111971306919004,0.007833332806249031,0.006713619737058991,6.99583940010219
max_delta_volume,ExtraTrees,P4,leave_chemical_system_out,0.00111971306919004,0.00024377893541622513,-0.0008759341337738149,0.21771553992181766
max_delta_volume,ExtraTrees,P4,leave_working_ion_out,0.00111971306919004,0.0027093130948533,0.0015896000256632602,2.419649434665543
stability_worst,Ridge,P0,framework_groupkfold,0.00297175231178968,0.00296731282843178,-4.439483357899891e-06,0.9985061058620911
