target,protocol,split_name,model_name,n_folds,n_train_median,n_test_median,median_n_features,rmse_mean,mae_mean,r2_mean,spearman_mean,top10_hit_rate_mean,top20_hit_rate_mean,top10pct_hit_rate_mean,total_fit_seconds
average_voltage,P4,framework_groupkfold,DummyMean,5,2561.0,640.0,267.0,1.1198603299523873,0.8831516489783056,-0.005914158557477985,,0.0,0.02,0.09975961538461538,0.107089281082153
average_voltage,P4,framework_groupkfold,ExtraTrees,5,2561.0,640.0,267.0,0.00898248227463226,0.0035361904809564,0.9999261681707221,0.9999792702284637,1.0,1.0,1.0,13.133673667907715
average_voltage,P4,framework_groupkfold,Ridge,5,2561.0,640.0,267.0,0.0016820195397397202,0.0011062218722938202,0.9999976670642882,0.9999966434717678,1.0,1.0,0.996875,0.6893093585968015
average_voltage,P4,leave_chemical_system_out,DummyMean,75,3184.0,17.0,267.0,0.8935786767389893,0.7628346977185362,-2.7500647112963374,,0.6146666666666667,0.822,0.11282732082732082,1.5236327648162797
average_voltage,P4,leave_chemical_system_out,ExtraTrees,75,3184.0,17.0,267.0,0.004038689201358036,0.0024421634750937185,0.9999056964695393,0.9990519644876431,1.0,0.9993333333333334,1.0,248.62888884544373
average_voltage,P4,leave_chemical_system_out,Ridge,75,3184.0,17.0,267.0,0.0010403651082784519,0.0008060358117723401,0.9999957287775554,0.9992521349275605,1.0,1.0,1.0,11.991888523101803
average_voltage,P4,leave_family_out,DummyMean,10,3082.5,118.5,267.0,1.3731283150874478,1.1739831786311046,-2.183877931244174,,0.19,0.315,0.08457213039969116,0.2294249534606927
average_voltage,P4,leave_family_out,ExtraTrees,10,3082.5,118.5,267.0,0.02204557408167317,0.01294138317654027,0.9988498534331247,0.999327559265747,0.9800000000000001,0.99,0.9728765133171912,31.0495924949646
average_voltage,P4,leave_family_out,Ridge,10,3082.5,118.5,267.0,0.0048630616522122,0.0036711693876951097,0.9999378658974644,0.9999364952496906,1.0,0.9949999999999999,0.9928571428571429,1.4503436088562007
average_voltage,P4,leave_working_ion_out,DummyMean,3,2807.0,394.0,267.0,1.2259619234832415,1.0022884933121337,-0.0596458236724303,,0.03333333333333333,0.03333333333333333,0.0485380116959064,0.063681364059448
average_voltage,P4,leave_working_ion_out,ExtraTrees,3,2807.0,394.0,267.0,0.019796189708488468,0.009327918551820167,0.9994979490054493,0.9998647151368742,0.9,0.9333333333333332,0.993734335839599,7.173140048980713
average_voltage,P4,leave_working_ion_out,Ridge,3,2807.0,394.0,267.0,0.025385181513289366,0.02242400952227973,0.998850891638384,0.9998874218095019,0.9666666666666667,1.0,0.9962406015037594,0.39109206199645974
average_voltage,P4,random_split,DummyMean,5,2560.0,641.0,267.0,1.0937852257806249,0.860239931890559,-0.0026387503296747216,,0.0,0.030000000000000006,0.07999999999999996,0.084048748016357
average_voltage,P4,random_split,ExtraTrees,5,2560.0,641.0,267.0,0.010431934724703,0.0034489222757517002,0.9999047255787824,0.9999716691938708,0.9800000000000001,0.99,1.0,14.283961296081543
