protocol,split_name,fold_id,target,mae__softconstrained_direct,mae__softconstrained_hardderived,mae__unconstrained_direct,mae__unconstrained_hardderived,r2__softconstrained_direct,r2__softconstrained_hardderived,r2__unconstrained_direct,r2__unconstrained_hardderived,rmse__softconstrained_direct,rmse__softconstrained_hardderived,rmse__unconstrained_direct,rmse__unconstrained_hardderived,spearman__softconstrained_direct,spearman__softconstrained_hardderived,spearman__unconstrained_direct,spearman__unconstrained_hardderived
P1,leave_chemical_system_out,0,energy_grav,223.0085398864173,244.19590173106795,240.33383016592344,245.4159541812389,0.2770879440557849,0.1867502248667474,0.0204005290229843,-0.0635193628188799,289.46062564795227,307.0143949366249,336.9543238491028,351.09081131267595,0.5794337901257232,0.5800657010968994,0.4992147090720475,0.5026566071278158
P1,leave_chemical_system_out,0,max_delta_volume,0.0336041353079337,0.0336041353079337,0.0493301127136231,0.0493301127136231,-1.0011704238354977,-1.0011704238354977,-3.377166717746947,-3.377166717746947,0.0391617264092985,0.0391617264092985,0.0579183705879809,0.0579183705879809,0.159181062622139,0.159181062622139,-0.2448890299307653,-0.2448890299307653
P1,leave_chemical_system_out,0,stability_charge,0.0649599217574318,0.0649599217574318,0.1292650829298076,0.1292650829298076,-0.0365820250463655,-0.0365820250463655,-0.0836641531148447,-0.0836641531148447,0.2335210962614875,0.2335210962614875,0.2387655347982899,0.2387655347982899,0.0142331700700901,0.0142331700700901,-0.4297866117834722,-0.4297866117834722
P1,leave_chemical_system_out,0,stability_discharge,0.0622806293568441,0.0622806293568441,0.0747579091645372,0.0747579091645372,-0.0655224199851469,-0.0655224199851469,-0.0162660396559779,-0.0162660396559779,0.1791313817767811,0.1791313817767811,0.1749419996545595,0.1749419996545595,-0.1774377242323339,-0.1774377242323339,-0.1446825243792553,-0.1446825243792553
P1,leave_chemical_system_out,0,stability_worst,0.0664418721921672,0.0711478597989718,0.1071098586039317,0.0941971132697657,-0.0523184094780746,-0.0572290043462198,-0.0367005956756154,-0.0164594453946056,0.2284404505162999,0.2289728335178105,0.2267389326811646,0.2245145295890987,-0.2649001042227731,-0.3047676362925648,-0.2551559025980934,-0.3280844788832522
P1,leave_chemical_system_out,1,average_voltage,0.6112254011610744,0.6112254011610744,0.646803687498553,0.646803687498553,-0.5606811810539403,-0.5606811810539403,-0.8003633797646688,-0.8003633797646688,0.7422422963428106,0.7422422963428106,0.7972025648433176,0.7972025648433176,0.4622118315180026,0.4622118315180026,0.545124239073064,0.545124239073064
P1,leave_chemical_system_out,1,capacity_grav,47.07192207139119,47.07192207139119,59.08072377275432,59.08072377275432,0.1103004462910949,0.1103004462910949,-0.2910657509281169,-0.2910657509281169,58.8376809963769,58.8376809963769,70.87744295857748,70.87744295857748,0.3506096608172889,0.3506096608172889,0.2720584140426374,0.2720584140426374
P1,leave_chemical_system_out,1,energy_grav,195.6780342155024,191.6481502087309,191.7455078331488,196.0331943503228,0.0116855073877831,0.0693556734199191,0.1505839239579152,0.1710837955045537,257.22706671463214,249.60940808300208,238.46756736319367,235.57239548935092,0.4939305195214234,0.4791586418504951,0.3204069580018383,0.4491879961723584
P1,leave_chemical_system_out,1,max_delta_volume,0.047894958940437,0.047894958940437,0.0607599459458511,0.0607599459458511,-0.0969109952206255,-0.0969109952206255,-0.4562074885387577,-0.4562074885387577,0.0654340075159746,0.0654340075159746,0.0753927274173551,0.0753927274173551,0.1646435065071411,0.1646435065071411,0.0357373453070217,0.0357373453070217
P1,leave_chemical_system_out,1,stability_charge,0.0393920413236578,0.0393920413236578,0.0342764611650278,0.0342764611650278,-0.2647813079147467,-0.2647813079147467,-0.1161028753369191,-0.1161028753369191,0.0485685987005867,0.0485685987005867,0.0456246943046989,0.0456246943046989,0.0661501494349242,0.0661501494349242,0.0569530189443336,0.0569530189443336
P1,leave_chemical_system_out,1,stability_discharge,0.0235825775385543,0.0235825775385543,0.0258907639095184,0.0258907639095184,-0.5643798034447651,-0.5643798034447651,-0.6978258812398686,-0.6978258812398686,0.0324086329518492,0.0324086329518492,0.0337626235728576,0.0337626235728576,-0.0179682496649352,-0.0179682496649352,0.0185722863452774,0.0185722863452774
P1,leave_chemical_system_out,1,stability_worst,0.0375805541437783,0.0353717044928339,0.0371487095183314,0.0331929701136319,-0.3543409599723239,-0.2711189982779749,-0.436810507119757,-0.2596977415606216,0.0478550970902462,0.0463614809002067,0.0492905816090244,0.04615272736112,0.0283372553103671,0.0395175905873665,-0.0868481672817344,-0.0230856626703809
P1,leave_chemical_system_out,2,average_voltage,0.5950235052960667,0.5950235052960667,0.6940370697113626,0.6940370697113626,0.366154860757183,0.366154860757183,0.0764830230397668,0.0764830230397668,0.7051609309151045,0.7051609309151045,0.851175475567538,0.851175475567538,0.6094417763935495,0.6094417763935495,0.5541657002071431,0.5541657002071431
P1,leave_chemical_system_out,2,capacity_grav,44.90879459369574,44.90879459369574,48.97640477796605,48.97640477796605,-0.0367444915377592,-0.0367444915377592,-0.2522249870340107,-0.2522249870340107,52.53366442423109,52.53366442423109,57.73551047654999,57.73551047654999,0.376668649245129,0.376668649245129,0.3365721606290169,0.3365721606290169
P1,leave_chemical_system_out,2,energy_grav,191.99176792914977,200.966839764352,192.99121494392293,242.8415957918224,-0.0408781842789276,-0.125569373909234,-0.0467863330448357,-0.694009396128848,221.7039204396535,230.54704156234064,222.33223905089775,282.83381218651675,0.2640544643755447,0.2684001036229634,0.2333733412072512,0.2930178086790209
P1,leave_chemical_system_out,2,max_delta_volume,0.0385208200087747,0.0385208200087747,0.0458667596503569,0.0458667596503569,0.1752378527827653,0.1752378527827653,-0.5381318383185487,-0.5381318383185487,0.0488225621864471,0.0488225621864471,0.0666734591690271,0.0666734591690271,0.3851180582787629,0.3851180582787629,0.0622666398448848,0.0622666398448848
P1,leave_chemical_system_out,2,stability_charge,0.0541394080726036,0.0541394080726036,0.0841321541513997,0.0841321541513997,-0.5371283438725736,-0.5371283438725736,-1.6925088101719985,-1.6925088101719985,0.0766245023612785,0.0766245023612785,0.101412425073079,0.101412425073079,-0.3404674028344566,-0.3404674028344566,-0.1425219659627719,-0.1425219659627719
P1,leave_chemical_system_out,2,stability_discharge,0.0303633325858429,0.0303633325858429,0.0329085888521517,0.0329085888521517,-0.1243705206418293,-0.1243705206418293,-0.3074525590141483,-0.3074525590141483,0.054238255544019,0.054238255544019,0.0584876210973012,0.0584876210973012,-0.0252106836153547,-0.0252106836153547,-0.0980326988779384,-0.0980326988779384
P1,leave_chemical_system_out,2,stability_worst,0.0519181646798697,0.0514750881986135,0.0739010375447069,0.0819272354627005,-0.4539119743500213,-0.4805476145048626,-1.1997271889275152,-1.6369828289638506,0.0726944023466766,0.0733572602839722,0.0894162238295434,0.0979006475955532,-0.3653824637282238,-0.3325560328889593,-0.1620360634383487,-0.1602329134511633
P1,leave_chemical_system_out,3,average_voltage,0.6766450087366283,0.6766450087366283,0.6773892410663185,0.6773892410663185,0.3683441899045363,0.3683441899045363,0.3719730281606711,0.3719730281606711,0.8185945769018823,0.8185945769018823,0.8162397928654659,0.8162397928654659,0.6330018238645361,0.6330018238645361,0.6287500078504052,0.6287500078504052
P1,leave_chemical_system_out,3,capacity_grav,43.31207896376609,43.31207896376609,30.09556681710166,30.09556681710166,-0.1046524636587826,-0.1046524636587826,0.219805737716406,0.219805737716406,50.26139511359581,50.26139511359581,42.23991956358168,42.23991956358168,0.4201917879018512,0.4201917879018512,0.4531899691500613,0.4531899691500613
P1,leave_chemical_system_out,3,energy_grav,198.08288874544004,197.52396184521217,133.2199234766269,124.7537470744812,-0.2089486278371837,-0.1789162393411103,0.2922512433898053,0.3609293664847924,227.6249257759719,224.7798457661529,174.16282132689125,165.4970757971981,0.3158041430400002,0.4362383574115531,0.5600902994882446,0.5994348553319242
